"Trial","task_condition","RT","LinguisticSimilarity","VisualSimilarity_VGGF_L7","LgSUBTLWF.prime","LgSUBTLWF.target","Length.prime","Length.target","OLD.prime","OLD.target","PLD.prime","PLD.target","NSyll.prime","NSyll.target","LgSUBTLCD.prime","LgSUBTLCD.target"
"LODGE_CABIN","NT_short",532.2041,0.31554,0.85583,2.534,3.001,5,5,1.75,1.9,1.7,1.95,1,2,2.258,2.663
"FILE_CABINET","NT_short",556.9,0.20928,0.93512,3.352,2.629,4,7,1.15,2.5,1,2.9,1,3,3.107,2.495
"PHONE_CALL","NT_short",488.3182,0.66132,0.7751,4.138,4.643,5,4,1.65,1.25,1,1,1,1,3.654,3.878
"TOURIST_CAMERA","NT_short",580.4444,0.14521,0.73713,2.377,3.464,7,6,2.55,2.1,1.85,1.95,2,2,2.274,3.142
"TENT_CAMP","NT_short",529.2,0.47877,0.74055,2.951,3.417,4,4,1,1.2,1,1.3,1,1,2.649,3.039
"OPENER_CAN","NT_short",530.3333,0.20089,0.72836,2.24,5.428,6,3,2.5,1,2.65,1,3,1,2.017,3.922
"WICK_CANDLE","NT_short",498.8571,0.31639,0.97883,2.111,2.613,4,6,1.5,1.9,1,1.5,1,2,1.58,2.465
"CHOCOLATE_CANDY","NT_short",485.3429,0.58441,0.86645,3.176,3.261,9,5,3.55,1.65,2.9,1.1,2,2,2.948,2.956
"VALVE_CAR","NT_short",537.1515,0.18043,0.71146,2.394,4.392,5,3,1.7,1,1.8,1,1,1,2.143,3.712
"CELERY_CARROT","NT_short",494.2222,0.47311,0.91099,1.982,2.292,6,6,2.45,1.9,1.95,1.65,3,2,1.806,2.093
"CLAW_CAT","NT_short",518.2286,0.3059,0.66329,2.35,3.529,4,3,1.55,1,1.45,1,1,1,2.14,3.142
"CAVERN_CAVE","NT_short",476.2308,0.60449,0.97907,1.756,2.854,6,4,1.9,1,2.05,1,2,1,1.518,2.563
"SICKLE_CELL","NT_short",538.5,0.27666,0.74172,1.462,3.443,6,4,1.75,1.35,1.5,1,2,1,1.255,3.164
"FIBER_CEREAL","NT_short",523.525,0.26658,0.75718,2.196,2.512,5,6,1.85,2.05,1.8,1.8,2,2,2.075,2.35
"LINK_CHAIN","NT_short",526.15,0.31259,0.52672,2.785,3.035,4,5,1.2,1.8,1.05,1.7,1,1,2.602,2.869
"BLACKBOARD_CHALK","NT_short",503.88,0.35937,0.7713,1.785,2.265,10,5,3.35,1.95,2.9,1.45,2,1,1.663,2.158
"ROOST_CHICKEN","NT_short",562.3,0.25536,0.79068,1.663,3.498,5,7,1.85,2.15,1.4,1.95,1,2,1.518,3.196
"KID_CHILD","NT_short",567.3704,0.57228,0.7681,4.238,3.905,3,5,1.4,1.85,1,1.85,1,1,3.665,3.487
"JAPAN_CHINA","NT_short",513.6429,0.52511,0.91345,2.899,3.103,5,5,2.4,1.9,2.9,1.95,2,2,2.533,2.801
"DIP_CHIP","NT_short",520.7407,0.22388,0.69766,2.61,3.022,3,4,1.2,1.35,1,1.2,1,1,2.502,2.691
"PUDDING_CHOCOLATE","NT_short",576.4828,0.42407,0.94638,2.498,3.176,7,9,1.85,3.55,1.55,2.9,2,2,2.303,2.948
"TEMPLE_CHURCH","NT_short",493.3684,0.26551,0.96483,2.952,3.551,6,6,1.95,2.4,1.95,2.2,2,1,2.613,3.127
"OYSTER_CLAM","NT_short",530.8571,0.43307,0.95685,2.196,2.303,6,4,1.9,1.45,1.85,1.15,2,1,2.017,2.201
"SUBJECT_CLASS","NT_short",572.3684,0.22167,0.89874,3.276,3.777,7,5,2.6,1.5,3.6,1.2,2,1,3.134,3.389
"POTTERY_CLAY","NT_short",525.5556,0.43313,0.7739,1.978,2.788,7,4,1.85,1.55,2.35,1.55,3,1,1.792,2.334
"VACUUM_CLEANER","NT_short",578.6757,0.5389,0.7892,2.47,2.549,6,7,2.9,1.8,2.6,1.9,2,2,2.32,2.447
"LEDGE_CLIFF","NT_short",534.35,0.48309,0.94202,2.255,3.042,5,5,1.6,1.95,1.5,1.65,1,1,2.041,2.582
"RAG_CLOTH","NT_short",623.16,0.32217,0.77098,2.389,2.494,3,5,1,1.85,1,1.65,1,1,2.267,2.375
"ATTIRE_CLOTHES","NT_short",560.32,0.47286,0.97374,1.887,3.713,6,7,2.4,2.35,1.85,1.15,2,1,1.799,3.446
"RUM_COKE","NT_short",554.8929,0.46874,0.92391,2.583,2.977,3,4,1.3,1.3,1,1,1,1,2.312,2.683
"LAPEL_COLLAR","NT_short",577.2,0.36359,0.65624,1.415,2.73,5,6,1.9,1.85,2.35,1.25,2,2,1.398,2.594
"DISC_COMPACT","NT_short",654.8667,0.30732,0.88213,2.121,1.94,4,7,1.8,2.45,1.65,2.65,1,2,1.892,1.851
"SYSTEM_COMPUTER","NT_short",554.2222,0.38356,0.95424,3.669,3.479,6,8,2.7,2.1,1.9,2.65,2,3,3.35,3.088
"REEF_CORAL","NT_short",629.1818,0.63384,0.95197,2.312,2.086,4,5,1.7,1.75,1,1.55,1,2,1.903,1.763
"FLAKE_CORN","NT_short",539.1429,0.19257,0.75889,1.954,2.861,5,4,1.55,1.2,1.35,1,1,1,1.839,2.606
"POLYESTER_COTTON","NT_short",575.2571,0.37743,0.82617,1.806,2.86,9,6,3.15,2,4.35,1.8,4,2,1.69,2.539
"CUSHION_COUCH","NT_short",514.7333,0.43086,0.70713,2.045,3.079,7,5,2.75,1.6,1.9,1.75,2,1,1.996,2.899
"CASE_COURT","NT_short",563.1481,0.46091,0.66344,4.159,3.711,4,5,1,1.85,1,1,1,1,3.689,3.265
"LID_COVER","NT_short",499.25,0.22775,0.75804,2.401,3.682,3,5,1.15,1.25,1,1.65,1,2,2.342,3.445
"BEEF_COW","NT_short",490.0968,0.3775,0.98589,3.003,3.115,4,3,1.6,1,1,1,1,1,2.809,2.863
"LOBSTER_CRAB","NT_short",549.5429,0.65424,0.94157,2.574,2.548,7,4,1.95,1.55,2.45,1.3,2,1,2.305,2.276
"SNAP_CRACKLE","NT_short",595.35,0.36003,0.76262,2.948,1.556,4,7,1.65,1.85,1.5,1.85,1,2,2.818,1.255
"SAUCER_CUP","NT_short",534.0294,0.40317,0.72801,2.149,3.421,6,3,1.8,1.4,1.85,1.05,2,1,1.863,3.195
"CLOAK_DAGGER","NT_short",504.8571,0.50064,0.64304,2.188,2.401,5,6,1.9,1.9,1.35,1.9,1,2,1.968,2.041
"BEAVER_DAM","NT_short",582.6667,0.24056,0.70407,2.393,2.468,6,3,1.75,1,1.8,1,2,1,2.107,2.097
"SINGER_DANCER","NT_short",583.5357,0.48483,0.92989,2.904,2.92,6,6,1.4,1.65,1.4,1.75,2,2,2.599,2.699
"OFFICE_DESK","NT_short",532.5,0.60075,0.96203,4.017,3.35,6,4,2.5,1.8,2,1.75,2,1,3.599,3.148
"LUNCH_DINNER","NT_short",477.4167,0.70732,0.98036,3.725,4.014,5,6,1.65,1.75,1.7,1.4,1,2,3.421,3.598
"CHINA_DISH","NT_short",489.0952,0.14011,0.71129,3.103,2.767,5,4,1.9,1.7,1.95,1.25,2,1,2.801,2.647
"GULLY_DITCH","NT_short",692.5,0.34757,0.9427,1.681,2.604,5,5,1.7,1.65,1.25,1.5,2,1,1.415,2.49
"SCUBA_DIVE","NT_short",519.5909,0.53356,0.77638,1.898,2.816,5,4,2,1.1,2.2,1.2,2,1,1.748,2.52
"DEER_DOE","NT_short",541.3704,0.18257,0.9818,2.648,2.346,4,3,1.35,1,1,1,1,1,2.391,2.107
"PORCELAIN_DOLL","NT_short",523.1667,0.36836,0.79898,1.909,3.102,9,4,4,1.35,3.85,1.25,3,1,1.839,2.812
"FLIPPER_DOLPHIN","NT_short",559.4615,0.4359,0.69066,1.663,2.152,7,7,1.75,3.15,1.75,2.65,2,2,1.532,1.863
"PASTRY_DOUGHNUT","NT_short",540.2222,0.38264,0.96942,1.996,2.334,6,8,1.85,3.45,2.35,2.9,2,2,1.881,2.212
"SKETCH_DRAW","NT_short",496.8286,0.38158,0.53812,2.403,3.314,6,4,2.15,1.55,1.85,1.65,1,1,2.204,3.132
"FORMAL_DRESS","NT_short",523.5385,0.32761,0.97434,2.628,3.648,6,5,1.9,1.75,1.9,1.65,2,1,2.558,3.34
"STEER_DRIVE","NT_short",557.35,0.37426,0.50687,2.486,3.893,5,5,1.65,1.65,1,1.6,1,1,2.377,3.57
"SCREW_DRIVER","NT_short",582.0851,0.20152,0.7268,3.282,3.383,5,6,1.75,1.6,1.65,1.8,1,2,3.127,3.146
"LOBE_EAR","NT_short",545.0526,0.38979,0.62828,1.982,3.213,4,3,1.5,1,1.15,1,1,1,1.845,3.044
"WORLD_EARTH","NT_short",544.1429,0.48334,0.67606,4.366,3.705,5,5,1.85,1.85,1.6,1.4,1,1,3.792,3.369
"YOLK_EGG","NT_short",536.1905,0.51506,0.93776,1.342,3.123,4,3,1.9,1.9,1.65,1.4,1,1,1.301,2.861
"SHOCK_ELECTRIC","NT_short",572.9487,0.40897,0.67292,3.167,2.942,5,8,1.55,2.75,1,2.65,1,3,3.036,2.731
"EMPLOYEE_EMPLOYER","NT_short",653.2,0.70209,0.9832,2.772,2.439,8,8,2.55,2.45,2.2,2.6,3,2,2.634,2.316
"MASK_FACE","NT_short",610.7429,0.4095,0.83537,3.005,4.169,4,4,1.45,1.2,1.35,1,1,1,2.682,3.749
"DROP_FALL","NT_short",507,0.47768,0.91636,3.824,3.781,4,4,1.75,1.3,1.65,1,1,1,3.55,3.522
"MOTHER_FATHER","NT_short",599.1429,0.80924,0.98982,4.389,4.452,6,6,1.8,1.65,1.7,1.7,2,2,3.745,3.736
"GATE_FENCE","NT_short",539.7619,0.43025,0.93306,3.213,2.914,4,5,1.05,1.75,1,1.5,1,1,2.956,2.743
"HAND_FINGER","NT_short",636.25,0.57092,0.76282,4.154,3.272,4,6,1.35,1.6,1.1,1.85,1,2,3.745,3.11
"TORCH_FIRE","NT_short",541.7586,0.34609,0.48077,2.406,4.041,5,4,1.9,1.1,1.9,1,1,1,2.295,3.596
"COD_FISH","NT_short",587.1053,0.48565,0.81806,2.061,3.629,3,4,1,1.75,1,1.3,1,1,1.851,3.233
"RAFT_FLOAT","NT_short",556.4054,0.39131,0.41281,2.382,2.582,4,5,1.4,1.75,1,1.3,1,1,2.121,2.49
"MOP_FLOOR","NT_short",537.9643,0.36503,0.83801,2.326,3.71,3,5,1.3,1.85,1.1,1.45,1,1,2.182,3.437
"FLIP_FLOP","NT_short",560.6296,0.47143,0.75806,2.863,2.075,4,4,1.6,1.5,1.4,1.45,1,1,2.689,1.964
"TULIP_FLOWER","NT_short",590.5,0.36881,0.93253,1.613,3.065,5,6,2,1.65,1.95,1.7,2,1,1.431,2.799
"CLARINET_FLUTE","NT_short",594.1053,0.5525,0.94348,1.909,2.037,8,5,2.95,1.75,3.65,1.4,3,1,1.568,1.857
"AIRPLANE_FLY","NT_short",580.7273,0.53438,0.61079,2.747,3.637,8,3,2.7,1.75,2.75,1.25,2,1,2.55,3.326
"CREASE_FOLD","NT_short",542.8387,0.31873,0.69956,1.845,2.644,6,4,1.75,1.35,1.35,1,1,1,1.633,2.506
"BINDER_FOLDER","NT_short",598.125,0.23235,0.80884,1.602,1.924,6,6,1.5,1.55,1.65,1.55,2,2,1.362,1.792
"TOE_FOOT","NT_short",588.75,0.49231,0.73075,2.812,3.52,3,4,1,1.4,1,1.45,1,1,2.588,3.313
"ARENA_FOOTBALL","NT_short",555.75,0.285,0.7046,2.269,3.282,5,8,1.9,2.85,1.9,2.7,3,2,2.068,2.907
"KNIFE_FORK","NT_short",600.65,0.47653,0.87615,3.378,2.654,5,4,2.15,1.45,1.5,1.15,1,1,3.099,2.501
"BANANA_FRUIT","NT_short",548.6944,0.47336,0.70745,2.739,3.045,6,5,2.4,1.9,2.5,1.6,3,1,2.513,2.855
"PATIO_FURNITURE","NT_short",686.7857,0.31268,0.78015,2.127,2.886,5,9,1.95,3.6,1.8,3.6,3,3,2.037,2.732
"GOOSE_GANDER","NT_short",638.5294,0.44346,0.97837,2.824,1.748,5,6,1.85,1.7,1.3,1.6,1,2,2.576,1.732
"HOE_GARDEN","NT_short",549.7308,0.20475,0.60994,1.681,3.132,3,6,1,1.85,1,1.75,1,2,1.462,2.925
"TONIC_GIN","NT_short",610.44,0.47354,0.94774,2.292,2.76,5,3,1.7,1.25,1.7,1.3,2,1,2.158,2.502
"GAL_GIRL","NT_short",498.8519,0.41639,0.97248,2.861,4.454,3,4,1.25,1.85,1,1.6,1,1,2.634,3.788
"WINDOW_GLASS","NT_short",491.8065,0.47945,0.72883,3.642,3.491,6,5,2.2,1.75,1.85,1.5,2,1,3.388,3.265
"LENS_GLASSES","NT_short",594.8571,0.37989,0.82347,2.378,3.228,4,7,1.4,1.85,1.3,1.75,1,2,2.25,3.004
"CANYON_GRAND","NT_short",587.3214,0.3644,0.49685,2.622,3.507,6,5,2.05,1.65,1.85,1.4,2,1,2.346,3.208
"GRANDPA_GRANDMA","NT_short",557.4286,0.78737,0.98895,3.221,3.367,7,7,2.65,2.65,2.95,3,2,2,2.748,2.932
"RAISIN_GRAPE","NT_short",529.5769,0.32635,0.88949,1.924,2.312,6,5,2.2,1.4,1.7,1.05,2,1,1.792,2.14
"HOLD_GRASP","NT_short",516.2917,0.29706,0.68501,4.348,2.369,4,5,1.3,1.85,1,1.65,1,1,3.81,2.308
"BEAN_GREEN","NT_short",561.2105,0.22381,0.80815,2.544,3.568,4,5,1.1,1.75,1,1.3,1,1,2.344,3.281
"CHARCOAL_GRILL","NT_short",569.25,0.36544,0.82982,1.959,2.358,8,5,3.65,1.8,3,1.3,2,1,1.833,2.26
"HOLE_GROUND","NT_short",533.6957,0.36471,0.86423,3.473,3.568,4,6,1.15,1.8,1,1.5,1,1,3.244,3.355
"BANJO_GUITAR","NT_short",535.7143,0.57038,0.89907,1.924,2.901,5,6,2.3,2.8,2.7,2.65,2,2,1.708,2.534
"BUBBLE_GUM","NT_short",542.8,0.29057,0.87251,2.612,2.835,6,3,1.7,1.3,1.5,1.05,2,1,2.467,2.646
"SPRAY_HAIR","NT_short",511.1471,0.30966,0.69153,2.693,3.894,5,4,1.7,1.55,1.55,1,1,1,2.535,3.56
"CAP_HAT","NT_short",517.5714,0.50017,0.91249,2.981,3.515,3,3,1,1,1,1,1,1,2.792,3.238
"MUST_HAVE","NT_short",517.1786,0.63187,0.70343,4.552,5.497,4,4,1.2,1.2,1.25,1.1,1,1,3.855,3.922
"HAT_HEAD","NT_short",581.5385,0.42578,0.49496,3.515,4.278,3,4,1,1.15,1,1,1,1,3.238,3.799
"STEEP_HILL","NT_short",615.3571,0.43179,0.95317,2.1,3.282,5,4,1.6,1.05,1.35,1,1,1,2.041,2.964
"GRIP_HOLD","NT_short",517.0909,0.38743,0.58502,2.695,4.348,4,4,1.55,1.3,1.2,1,1,1,2.602,3.81
"DITCH_HOLE","NT_short",498.0968,0.30789,0.80754,2.604,3.473,5,4,1.65,1.15,1.5,1,1,1,2.49,3.244
"BUGLE_HORN","NT_short",549.2222,0.36928,0.51792,1.949,3.032,5,4,1.85,1.5,2.5,1,2,1,1.699,2.769
"NYLON_HOSE","NT_short",573.2105,0.32578,0.92989,1.845,2.615,5,4,2.35,1.1,2.55,1,2,1,1.763,2.471
"GENERAL_HOSPITAL","NT_short",520,0.27086,0.87869,3.77,3.802,7,8,2.2,3.15,2.6,3.15,2,3,3.201,3.417
"HOST_HOSTESS","NT_short",575.1429,0.43722,0.93473,2.885,2.279,4,7,1.45,2.55,1.35,1.95,1,2,2.709,2.199
"SUITE_HOTEL","NT_short",537.6154,0.51364,0.66639,2.929,3.721,5,5,1.6,1.85,1.5,2.45,1,2,2.646,3.306
"FOX_HOUND","NT_short",575.1111,0.39003,0.66276,3.043,2.412,3,5,1.6,1.6,1.3,1.3,1,1,2.613,2.225
"DOLL_HOUSE","NT_short",525.4737,0.39326,0.58161,3.102,4.418,4,5,1.35,1.6,1.25,1.65,1,1,2.812,3.781
"IGLOO_ICE","NT_short",523.9048,0.27521,0.76366,1.204,3.608,5,3,2.75,1.45,1.95,1,2,1,1.176,3.296
"SUPERIOR_INFERIOR","NT_short",580.9412,0.63989,0.97844,2.822,2.196,8,8,2.85,2.75,2.9,2.9,3,3,2.703,2.083
"TUBA_INSTRUMENT","NT_short",571.3929,0.40596,0.87478,1.792,2.617,4,10,1.75,3.4,1.8,2.75,2,3,1.518,2.497
"VEST_JACKET","NT_short",451.35,0.55329,0.85335,2.455,3.232,4,6,1.35,1.85,1.15,2,1,2,2.31,2.988
"JAR_JELLY","NT_short",567.15,0.41142,0.86026,2.628,2.561,3,5,1.2,1.7,1.45,1.45,1,2,2.474,2.382
"COURT_JUDGE","NT_short",476.2188,0.67464,0.74498,3.711,3.609,5,5,1.85,1.7,1,1.85,1,1,3.265,3.21
"LATCH_KEY","NT_short",479,0.35376,0.70701,1.996,3.647,5,3,1.65,1.8,1.5,1,1,1,1.869,3.336
"THRONE_KING","NT_short",534.4694,0.57678,0.68637,2.645,3.819,6,4,1.9,1.5,1.5,1,1,1,2.367,3.228
"CABINET_KITCHEN","NT_short",498.7143,0.30092,0.89975,2.629,3.474,7,7,2.5,2.4,2.9,2.15,3,2,2.495,3.259
"BLADE_KNIFE","NT_short",545.1071,0.6135,0.92891,2.822,3.378,5,5,1.65,2.15,1.35,1.5,1,1,2.594,3.099
"BALCONY_LEDGE","NT_short",568.7241,0.40657,0.62276,2.573,2.255,7,5,2.8,1.6,2.6,1.5,3,1,2.428,2.041
"CRUTCH_LEG","NT_short",556.2222,0.39678,0.90236,1.833,3.46,6,3,1.85,1.35,1.8,1.2,1,1,1.732,3.201
"LIME_LEMON","NT_short",535.4231,0.48982,0.96087,2.228,2.788,4,5,1.2,1.85,1,1.7,1,2,2.093,2.538
"SALAD_LETTUCE","NT_short",588.0769,0.56653,0.80895,2.939,2.24,5,7,1.95,2.9,1.85,1.8,2,2,2.769,2.093
"KEY_LOCK","NT_short",562.4444,0.55544,0.7149,3.647,3.46,3,4,1.8,1.05,1,1,1,1,3.336,3.271
"WINNER_LOSER","NT_short",576.4722,0.57376,0.92635,3.202,3.14,6,5,1.65,1.5,1.5,1.5,2,2,2.962,2.962
"BAGGAGE_LUGGAGE","NT_short",573.0714,0.72998,0.95545,2.504,2.754,7,7,2.85,2.95,2.55,2.7,2,2,2.352,2.574
"COPIER_MACHINE","NT_short",535.8,0.35435,0.85251,1.518,3.554,6,7,1.8,2.35,1.9,2.55,2,2,1.431,3.274
"CLEANER_MAID","NT_short",504.0222,0.37232,0.80652,2.549,3.066,7,4,1.8,1.5,1.9,1,2,1,2.447,2.789
"MINOR_MAJOR","NT_short",565.65,0.51359,0.91536,2.816,3.728,5,5,1.85,1.85,1.35,1.8,2,2,2.726,3.246
"FEMALE_MALE","NT_short",503.7143,0.8163,0.96802,3.208,3.239,6,4,2.35,1,2.35,1,2,1,3.016,3.044
"ATLAS_MAP","NT_short",506.2381,0.4449,0.62597,1.724,3.211,5,3,2.25,1,1.85,1,2,1,1.556,2.906
"STOCK_MARKET","NT_short",531.0526,0.60439,0.59362,3.114,3.267,5,6,1.55,1.85,1.3,1.8,1,2,2.89,3.075
"DAIRY_MILK","NT_short",496.5882,0.60799,0.63785,2.155,3.337,5,4,1.75,1.5,1,1.55,2,1,2.021,3.101
"MONASTERY_MONK","NT_short",527.52,0.56246,0.68993,2.279,2.576,9,4,2.9,1.7,3.25,1.4,4,1,1.919,2.179
"PRIMATE_MONKEY","NT_short",656.7692,0.3997,0.96213,1.556,3.233,7,6,2.05,1.9,2.5,1.7,2,2,1.447,2.894
"HOTEL_MOTEL","NT_short",593.7941,0.59042,0.8961,3.721,2.967,5,5,1.85,1.8,2.45,2.2,2,2,3.306,2.672
"HELMET_MOTORCYCLE","NT_short",579,0.44488,0.69098,2.685,2.659,6,10,2.35,4.65,2.2,5.55,2,4,2.483,2.387
"HILL_MOUNTAIN","NT_short",585.2857,0.47318,0.96364,3.282,3.257,4,8,1.05,2.55,1,2.55,1,2,2.964,2.947
"TACK_NAIL","NT_short",554.44,0.18734,0.75045,2.037,2.979,4,4,1.1,1.25,1,1,1,1,1.869,2.852
"NIECE_NEPHEW","NT_short",533.5789,0.59794,0.98972,2.688,2.928,5,6,1.85,2.8,1.35,3.45,1,2,2.441,2.678
"COLUMN_NEWSPAPER","NT_short",576.84,0.39684,0.74742,2.748,3.082,6,9,2.7,3.6,1.85,3.6,2,3,2.477,2.877
"UNIFORM_NURSE","NT_short",575.5,0.31145,0.86858,3.103,3.361,7,5,2.65,1.8,3.2,1.65,3,1,2.908,3.041
"CASHEW_NUT","NT_short",718.6429,0.40056,0.97942,1.079,2.902,6,3,1.9,1.4,1.75,1,2,1,0.903,2.742
"SQUID_OCTOPUS","NT_short",507.5714,0.49765,0.94367,2.152,2,5,7,1.95,3,1.9,3,1,3,1.881,1.813
"POST_OFFICE","NT_short",515.2692,0.41913,0.71607,3.219,4.017,4,6,1.25,2.5,1.2,2,1,2,3.003,3.599
"DOOR_OPEN","NT_short",554.7308,0.61099,0.71164,4.173,4.213,4,4,1.55,1.75,1,1.75,1,2,3.723,3.767
"TANGERINE_ORANGE","NT_short",542.375,0.44082,0.93256,1.591,3.057,9,6,3.05,1.85,4.65,1.95,3,2,1.398,2.836
"MICROWAVE_OVEN","NT_short",470.25,0.42802,0.96329,2.301,2.657,9,4,3.95,1.6,4.4,1.85,3,2,2.22,2.521
"ART_PAINT","NT_short",598.8889,0.36706,0.74845,3.558,3.274,3,5,1.1,1.5,1.3,1.25,1,1,3.205,3.011
"SKILLET_PAN","NT_short",574.75,0.45822,0.98415,1.799,2.798,7,3,2.5,1,2,1,2,1,1.518,2.565
"SLACKS_PANTS","NT_short",571.2778,0.50198,0.87336,1.756,3.477,6,5,1.6,1.55,1.3,1.75,1,1,1.633,3.248
"SWING_PARK","NT_short",532.8571,0.15533,0.76979,3.123,3.566,5,4,1.35,1.2,1.1,1.1,1,1,2.933,3.273
"COBBLER_PEACH","NT_short",610.85,0.19341,0.80065,2.079,2.512,7,5,2.05,1.55,1.95,1.25,2,1,1.724,2.328
"BRITTLE_PEANUT","NT_short",568.8947,0.24894,0.92289,1.857,2.8,7,6,2.2,2.6,1.65,2.75,2,2,1.724,2.56
"QUILL_PEN","NT_short",504.1481,0.49987,0.68659,2.146,3.101,5,3,1.9,1,1.35,1,1,1,1.204,2.912
"PEN_PENCIL","NT_short",545.6071,0.64202,0.61528,3.101,2.702,3,6,1,2.5,1,1.8,1,2,2.912,2.593
"SALT_PEPPER","NT_short",520.9167,0.45719,0.77449,2.998,2.653,4,6,1.6,1.85,1.3,1.65,1,2,2.788,2.428
"CITIZEN_PERSON","NT_short",573.7,0.27239,0.91166,2.833,4.036,7,6,3,1.85,2.75,2,3,2,2.713,3.673
"DIAL_PHONE","NT_short",574.3448,0.45394,0.77749,2.656,4.138,4,5,1.7,1.65,1.75,1,1,1,2.55,3.654
"KEYBOARD_PIANO","NT_short",552.3684,0.47359,0.82018,1.968,3.103,8,5,3.25,1.95,2.8,2.1,2,3,1.826,2.777
"SOW_PIG","NT_short",531,0.36875,0.93982,1.996,3.3,3,3,1,1.25,1,1,1,1,1.909,3.024
"ORDINARY_PLAIN","NT_short",547.45,0.38546,0.64568,2.989,3.047,8,5,3,1.7,3.7,1.2,4,1,2.851,2.921
"AIRPORT_PLANE","NT_short",600.52,0.61488,0.94032,3.288,3.688,7,5,2.7,1.4,2.65,1.2,2,1,2.993,3.228
"SEED_PLANT","NT_short",565.25,0.43653,0.62888,2.588,3.149,4,5,1,1.55,1,1.6,1,1,2.446,2.92
"DISH_PLATE","NT_short",528.0938,0.48118,0.67136,2.767,3.117,4,5,1.7,1.5,1.25,1.25,1,1,2.647,2.967
"OUTLET_PLUG","NT_short",522.8519,0.26098,0.6014,2.013,2.726,6,4,1.85,1.75,2.7,1.5,2,1,1.924,2.599
"PAN_POT","NT_short",622,0.35534,0.77553,2.798,3.061,3,3,1,1,1,1,1,1,2.565,2.883
"CHIP_POTATO","NT_short",518.1429,0.39407,0.81876,3.022,2.761,4,6,1.35,2.5,1.2,2.8,1,3,2.691,2.587
"OUNCE_POUND","NT_short",583.8,0.44412,0.64737,2.316,2.851,5,5,1.75,1.55,1.85,1.4,1,1,2.164,2.694
"CONTROL_POWER","NT_short",532.1944,0.479,0.69725,3.824,3.881,7,5,2.85,1.45,2.55,1.25,2,1,3.514,3.474
"CANDIDATE_PRESIDENT","NT_short",563.75,0.32604,0.97308,2.639,3.856,9,9,3,2.35,2.85,2.6,3,3,2.444,3.191
"MONK_PRIEST","NT_short",553,0.45378,0.87881,2.576,3.126,4,6,1.7,1.95,1.4,1.75,1,1,2.179,2.719
"JAIL_PRISON","NT_short",555.7234,0.75456,0.98857,3.557,3.527,4,6,1.35,1.9,1.55,1.8,1,2,3.232,3.184
"CUSTARD_PUDDING","NT_short",608.4138,0.45339,0.98159,1.813,2.498,7,7,2.7,1.85,1.75,1.55,2,2,1.613,2.303
"LEVER_PULL","NT_short",561.3939,0.33583,0.95124,2.215,3.873,5,4,1.35,1.3,1.45,1,2,1,2.029,3.566
"VIOLET_PURPLE","NT_short",505.1481,0.32104,0.96008,2.614,2.799,6,6,2.25,2,2.25,2,2,2,1.94,2.626
"KING_QUEEN","NT_short",558.0833,0.59911,0.6377,3.819,3.446,4,5,1.5,2,1,1.8,1,1,3.228,3.075
"CARROT_RABBIT","NT_short",574.7609,0.30332,0.71471,2.292,3.029,6,6,1.9,2.5,1.65,1.8,2,2,2.093,2.651
"TELEVISION_RADIO","NT_short",516.7742,0.54462,0.87345,3.238,3.595,10,5,3.7,1.85,4.55,1.85,4,3,2.971,3.211
"ROD_REEL","NT_short",549.0556,0.43922,0.74455,2.739,2.223,3,4,1.1,1.35,1,1,1,1,2.425,2.045
"MAGNET_REFRIGERATOR","NT_short",644.1034,0.29991,0.76129,2.149,2.631,6,12,2.1,4.25,2.05,5.35,2,5,1.978,2.498
"LIZARD_REPTILE","NT_short",529.2,0.50958,0.9578,2.394,1.863,6,7,2.5,2.5,1.75,2.6,2,2,2.064,1.732
"HOSTESS_RESTAURANT","NT_short",556.303,0.40659,0.80477,2.279,3.376,7,10,2.55,3.75,1.95,3.75,2,3,2.199,3.095
"BIKE_RIDE","NT_short",515.2353,0.60842,0.79179,3.121,3.839,4,4,1.5,1,1,1,1,1,2.76,3.494
"DOORBELL_RING","NT_short",535.92,0.52844,0.90398,2.629,3.675,8,4,3.65,1.3,2.9,1,2,1,2.431,3.317
"STREET_ROAD","NT_short",544.3824,0.47758,0.92121,3.878,3.757,6,4,1.95,1.55,1.6,1,1,1,3.533,3.442
"LAUNCH_ROCKET","NT_short",532.8462,0.50351,0.76003,3.008,2.782,6,6,1.85,1.6,1.75,1.65,1,2,2.598,2.461
"FLOWER_ROSE","NT_short",529.1515,0.54838,0.94086,3.065,3.432,6,4,1.65,1,1.7,1,1,1,2.799,2.92
"CYLINDER_ROUND","NT_short",572.7857,0.20635,0.64794,1.909,3.531,8,5,2.8,1.45,2.35,1.1,3,1,1.732,3.278
"DRESSING_SALAD","NT_short",574.7931,0.42856,0.99457,2.906,2.939,8,5,2.2,1.95,1.85,1.85,2,2,2.789,2.769
"CASTLE_SAND","NT_short",504.7222,0.22742,0.74882,3.041,3.015,6,4,1.85,1.2,1.5,1,2,1,2.583,2.792
"SUB_SANDWICH","NT_short",527.4444,0.11023,0.98849,2.592,3.049,3,8,1.25,3.7,1.1,2.85,1,2,2.161,2.874
"SILK_SATIN","NT_short",628.1667,0.47787,0.97933,2.699,2.127,4,5,1.5,1.9,1.4,1.7,1,2,2.539,2
