"Trial","task_condition","RT","LinguisticSimilarity","VisualSimilarity_VGGF_L7","LgSUBTLWF.prime","LgSUBTLWF.target","Length.prime","Length.target","OLD.prime","OLD.target","PLD.prime","PLD.target","NSyll.prime","NSyll.target","LgSUBTLCD.prime","LgSUBTLCD.target"
"WINNER_JACKET","NT_long",512.4615,0.23767,0.80169,3.202,3.232,6,6,1.65,1.85,1.5,2,2,2,2.962,2.988
"STEEP_JELLY","NT_long",518.7895,0.12466,0.49271,2.1,2.561,5,5,1.6,1.7,1.35,1.45,1,2,2.041,2.382
"MEAT_KING","NT_long",560.0714,0.20425,0.70456,3.348,3.819,4,4,1.05,1.5,1,1,1,1,3.11,3.228
"FIGHT_LACE","NT_long",587.15,0.13656,0.57648,4.011,2.279,5,4,1.5,1.1,1,1,1,1,3.569,2.137
"NOVICE_LADY","NT_long",553.6667,0.15177,0.95828,1.623,4.044,6,4,2.2,1.75,2,1.4,2,2,1.58,3.616
"BEAN_LAYER","NT_long",679.6923,0.12624,0.66172,2.544,2.279,4,5,1.1,1.7,1,1.65,1,1,2.344,2.188
"TOURIST_LEMON","NT_long",525.8889,0.08556,0.63975,2.377,2.788,7,5,2.55,1.85,1.85,1.7,2,2,2.274,2.538
"CASE_LID","NT_long",562.7037,0.29286,0.64504,4.159,2.401,4,3,1,1.15,1,1,1,1,3.689,2.342
"COFFEE_LIFE","NT_long",491.5217,0.20423,0.71937,3.868,4.609,6,4,2.55,1.45,1.9,1.1,2,1,3.483,3.881
"TORCH_LOSER","NT_long",569.6857,0.10226,0.64187,2.406,3.14,5,5,1.9,1.5,1.9,1.5,1,2,2.295,2.962
"THRESHOLD_MAIL","NT_long",585.85,-0.07846,0.71863,2.152,3.274,9,4,3.6,1.1,3.95,1,2,1,2.079,3.046
"ARROW_MAKER","NT_long",531.2917,0.11328,0.86837,2.603,2.401,5,5,1.7,1.65,1.1,1.55,2,2,2.297,2.316
"MOTHER_MALE","NT_long",528.4211,0.17838,0.95875,4.389,3.239,6,4,1.8,1,1.7,1,2,1,3.745,3.044
"CROCODILE_MALL","NT_long",599.1667,0.10864,0.52722,2.064,2.985,9,4,4,1.1,4,1,3,1,1.851,2.63
"COBRA_MAZE","NT_long",546.9231,0.089708,0.73185,2.233,2.117,5,4,2,1.25,2.45,1,2,1,1.792,1.903
"CHIP_MEAT","NT_long",631.6667,0.1987,0.8428,3.022,3.348,4,4,1.35,1.05,1.2,1,1,1,2.691,3.11
"LATCH_MOTORCYCLE","NT_long",554.8889,0.081446,0.64584,1.996,2.659,5,10,1.65,4.65,1.5,5.55,1,4,1.869,2.387
"COLESLAW_MOUSE","NT_long",498.2941,0.20422,0.65147,1.806,2.989,8,5,3.85,1.55,2.95,1.45,2,1,1.568,2.603
"HAND_NECKLACE","NT_long",552.5882,0.31106,0.74221,4.154,2.697,4,8,1.35,3.4,1.1,1.95,1,2,3.745,2.447
"SUB_NEEDLE","NT_long",501.9268,0.048666,0.56858,2.592,2.785,3,6,1.25,2.15,1.1,1.65,1,2,2.161,2.636
"POCKETBOOK_NEWSPAPER","NT_long",582.7,0.11251,0.72799,1.887,3.082,10,9,4.4,3.6,3.9,3.6,3,3,1.756,2.877
"ROD_NOVICE","NT_long",729.3077,-0.00928,0.59414,2.739,1.623,3,6,1.1,2.2,1,2,1,2,2.425,1.58
"OREGANO_NUT","NT_long",526.1333,0.15609,0.73155,1.633,2.902,7,3,2.85,1.4,3,1,4,1,1.544,2.742
"BIT_OCTOPUS","NT_long",531.9545,0.15599,0.66403,4.079,2,3,7,1,3,1,3,1,3,3.706,1.813
"NAG_OVEN","NT_long",537.963,0.093856,0.50042,2.049,2.657,3,4,1.25,1.6,1.05,1.85,1,2,1.806,2.521
"WINDOW_OWL","NT_long",472.5385,0.10103,0.65562,3.642,2.458,6,3,2.2,1.4,1.85,1.15,2,1,3.388,2.14
"BOOK_OYSTER","NT_long",569.5556,0.070621,0.67496,3.955,2.196,4,6,1.2,1.9,1,1.85,1,2,3.511,2.017
"HOTEL_PAVEMENT","NT_long",533.9524,0.060934,0.81676,3.721,2.017,5,8,1.85,2.55,2.45,2.4,2,2,3.306,1.968
"SURFACE_PEOPLE","NT_long",512.1154,0.16951,0.66778,2.969,4.75,7,6,2.5,2.3,1.75,1.8,2,2,2.736,3.897
"LIZARD_PERFUME","NT_long",532.2727,0.1305,0.59598,2.394,2.766,6,7,2.5,2.6,1.75,3.3,2,2,2.064,2.593
"IRON_PLAIN","NT_long",636.9459,0.12556,0.35086,2.962,3.047,4,5,1.7,1.7,1.85,1.2,1,1,2.795,2.921
"MACHINE_PRIEST","NT_long",577.0313,0.081857,0.67965,3.554,3.126,7,6,2.35,1.95,2.55,1.75,2,1,3.274,2.719
"OCEAN_PRINT","NT_long",573.1429,0.082061,0.65949,3.189,3.008,5,5,1.95,1.75,1.7,1.7,2,1,2.936,2.804
"BILLBOARD_PUDDING","NT_long",527.1905,-0.01322,0.55895,1.845,2.498,9,7,3.25,1.85,2.65,1.55,2,2,1.785,2.303
"CABINET_PUSH","NT_long",529.6,0.11946,0.70557,2.629,3.556,7,4,2.5,1.35,2.9,1.45,3,1,2.495,3.323
"CUSTARD_RACE","NT_long",541.5429,0.12092,0.52694,1.813,3.499,7,4,2.7,1,1.75,1,2,1,1.613,3.063
"PIG_RADIO","NT_long",529.0952,0.12132,0.58206,3.3,3.595,3,5,1.25,1.85,1,1.85,1,3,3.024,3.211
"TOE_RIDE","NT_long",537.2647,0.17011,0.63594,2.812,3.839,3,4,1,1,1,1,1,1,2.588,3.494
"ANTEATER_RING","NT_long",556.6765,0.14337,0.61951,1.079,3.675,8,4,2.95,1.3,3.4,1,3,1,1.079,3.317
"CALCULATOR_RIP","NT_long",524.2143,0.047864,0.68947,1.826,3.012,10,3,3.3,1,3.55,1,4,1,1.724,2.884
"SABER_ROCK","NT_long",540.4615,0.04617,0.48593,1.623,3.643,5,4,1.8,1.2,1.6,1,2,1,1.532,3.28
"OFFICE_ROCKET","NT_long",539.2581,0.064719,0.73022,4.017,2.782,6,6,2.5,1.6,2,1.65,2,2,3.599,2.461
"IDOL_ROSE","NT_long",537.1667,0.1557,0.67605,2.152,3.432,4,4,1.95,1,1.3,1,2,1,2.013,2.92
"CAR_SALAD","NT_long",523.3929,0.2163,0.61475,4.392,2.939,3,5,1,1.95,1,1.85,1,2,3.712,2.769
"WAREHOUSE_SCIENTIST","NT_long",596.5769,0.11475,0.74854,2.708,2.794,9,9,2.5,3.7,2.9,3.05,2,2,2.498,2.6
"AMBULANCE_SCISSORS","NT_long",532.5714,0.15849,0.61596,3.058,2.534,9,8,3.2,3.3,3.15,1.8,3,2,2.862,2.318
"KING_SELLER","NT_long",520.5882,0.044566,0.79975,3.819,2.053,4,6,1.5,1.75,1,1.45,1,2,3.228,1.935
"LINEN_SHARK","NT_long",476.8571,-0.01139,0.64911,2.176,2.884,5,5,1.75,1.5,2,1.4,2,1,2.072,2.413
"HUMAN_SHIRT","NT_long",537.8214,0.10493,0.78318,3.804,3.374,5,5,1.9,1.7,1.8,1.5,2,1,3.467,3.146
"UNIFORM_SHOP","NT_long",481.3077,0.16107,0.83399,3.103,3.437,7,4,2.65,1.4,3.2,1.1,3,1,2.908,3.208
"TWIN_SHORT","NT_long",468.55,0.037301,0.72684,2.727,3.64,4,5,1.6,1.45,1.55,1.5,1,1,2.531,3.451
"FALL_SHOVEL","NT_long",455.3571,0.193,0.62725,3.781,2.544,4,6,1.3,1.85,1,1.8,1,2,3.522,2.403
"CREVICE_SILK","NT_long",535.1667,0.14495,0.67082,1.342,2.699,7,4,2.7,1.5,2.4,1.4,2,1,1.301,2.539
"KNIFE_SKI","NT_long",547.9231,0.17689,0.75116,3.378,2.617,5,3,2.15,1.65,1.5,1.7,1,1,3.099,2.348
"FAN_SKIN","NT_long",482.4286,0.067477,0.75934,3.254,3.352,3,4,1,1.35,1,1.2,1,1,3.041,3.186
"PAIL_SLIP","NT_long",530,0.25137,0.7527,1.69,3.121,4,4,1,1.3,1,1.05,1,1,1.613,3.019
"PLAID_SOCKET","NT_long",520.3429,0.085922,0.78835,1.919,1.919,5,6,1.75,1.7,1.2,1.6,1,2,1.863,1.887
"SPIDER_SODA","NT_long",507.2157,0.15683,0.61547,2.713,3.006,6,4,1.95,1.8,1.8,1.8,2,2,2.365,2.825
"JAR_SPAGHETTI","NT_long",645.4583,0.14982,0.75592,2.628,2.481,3,9,1.2,4.6,1.45,3.55,1,3,2.474,2.29
"DRUM_SPAN","NT_long",534.8,-0.112,0.65828,2.636,2.009,4,4,1.8,1.2,1.5,1.3,1,1,2.433,1.94
"CARTON_SPINACH","NT_long",614,0.15534,0.59089,1.987,2.117,6,7,1.85,2.9,1.75,2.75,2,2,1.914,1.959
"COURT_SPREAD","NT_long",661.1,0.000366,0.66517,3.711,3.203,5,6,1.85,1.95,1,1.85,1,1,3.265,3.077
"COMPASS_SPRING","NT_long",576.88,0.082266,0.83148,2.318,3.204,7,6,2.4,1.55,2,1.45,2,1,2.097,3.012
"SEED_SQUIRREL","NT_long",620.8462,0.18047,0.50746,2.588,2.447,4,8,1,2.85,1,3.35,1,2,2.446,2.22
"BLACKBOARD_STAIR","NT_long",430.1579,0.11282,0.79718,1.785,1.845,10,5,3.35,1.75,2.9,1.25,2,1,1.663,1.663
"DRUNK_STAMP","NT_long",489.4286,0.033869,0.6759,3.592,2.481,5,5,1.75,1.7,1.7,1.7,1,1,3.305,2.348
"CHARCOAL_STAR","NT_long",533.697,0.060468,0.81303,1.959,3.618,8,4,3.65,1.2,3,1.25,2,1,1.833,3.26
"CELERY_STAY","NT_long",437.5769,0.22317,0.59961,1.982,4.42,6,4,2.45,1.35,1.95,1.1,3,1,1.806,3.835
"SPOT_STICK","NT_long",570,0.25639,0.78498,3.497,3.695,4,5,1.45,1.5,1.45,1,1,1,3.308,3.477
"PUDDING_STIFF","NT_long",534.7879,0.137,0.78276,2.498,2.719,7,5,1.85,1.75,1.55,1.55,2,1,2.303,2.653
"OINTMENT_STONE","NT_long",532.76,0.11577,0.48496,1.924,3.317,8,5,2.8,1.45,2.8,1.15,2,1,1.806,2.973
"BALCONY_STORAGE","NT_long",489.6364,0.14951,0.77787,2.573,2.656,7,7,2.8,2.55,2.6,2.5,3,2,2.428,2.514
"WHITE_STORE","NT_long",502.8636,0.16948,0.69703,3.942,3.621,5,5,1.75,1.15,1.65,1.1,1,1,3.526,3.332
"PAN_STRAP","NT_long",448.7222,0.14495,0.76802,2.798,2.422,3,5,1,1.7,1,1.7,1,1,2.565,2.338
"WHISKEY_STUDY","NT_long",513.1053,0.10865,0.63284,2.915,3.398,7,5,2.45,1.85,2.15,1.7,2,2,2.643,3.152
"LOBE_STYLE","NT_long",546.9286,0.000799,0.5276,1.982,3.186,4,5,1.5,1.8,1.15,1.6,1,1,1.845,3.044
"PASTE_SUPERMAN","NT_long",555.8,0.035036,0.61354,1.944,2.795,5,8,1.35,2.95,1,4,1,3,1.857,2.22
"ORDINARY_SWING","NT_long",525.9231,0.086695,0.79021,2.989,3.123,8,5,3,1.35,3.7,1.1,4,1,2.851,2.933
"CASHEW_SWORD","NT_long",582.7727,0.068278,0.72888,1.079,3.126,6,5,1.9,1.8,1.75,1,2,1,0.903,2.666
"TORTOISE_SYRUP","NT_long",539,0.1357,0.54464,1.763,2.417,8,5,3.35,2.35,1.95,1.9,2,2,1.447,2.199
"MAGNET_SYSTEM","NT_long",554.3226,0.029445,0.84956,2.149,3.669,6,6,2.1,2.7,2.05,1.9,2,2,1.978,3.35
"TOAD_TAPE","NT_long",528.9688,0.067413,0.65601,2.464,3.546,4,4,1.7,1.25,1,1.25,1,1,2.117,3.172
"CUCUMBER_TEA","NT_long",531.4286,0.30596,0.90825,2.009,3.476,8,3,3.35,1.4,4.2,1,3,1,1.863,3.149
"SALT_TEACHER","NT_long",590.5769,0.079066,0.72312,2.998,3.454,4,7,1.6,1.9,1.3,1.85,1,2,2.788,3.116
"CLOAK_TEMPLE","NT_long",487.0952,0.06347,0.66258,2.188,2.952,5,6,1.9,1.95,1.35,1.95,1,2,1.968,2.613
"PILE_TIGER","NT_long",544,0.12356,0.52019,2.828,2.976,4,5,1.15,1.7,1,1.55,1,2,2.724,2.645
"BASEMENT_TILE","NT_long",509.0345,0.15004,0.83919,3.031,2.037,8,4,2.35,1.1,2.2,1,2,1,2.833,1.898
"HERO_TOE","NT_long",501.5,0.18021,0.62417,3.405,2.812,4,3,1.55,1,1.6,1,2,1,3.14,2.588
"LIME_TONGUE","NT_long",507.5938,0.13504,0.72373,2.228,3.201,4,6,1.2,2.2,1,1.15,1,1,2.093,3.048
"RABBI_TOOTHBRUSH","NT_long",614.15,0.086029,0.81911,2.535,2.408,5,10,2.45,4.85,2.4,4.3,2,2,2.121,2.286
"ROOST_TOY","NT_long",474.8125,0.001009,0.7348,1.663,2.934,5,3,1.85,1.05,1.4,1.2,1,1,1.518,2.751
"CLOWN_UNKNOWN","NT_long",506.0385,0.088239,0.91652,2.907,2.889,5,7,1.8,3.05,1.7,2.5,1,2,2.65,2.771
"LODGE_VINE","NT_long",580.5152,0.1066,0.66261,2.534,2.033,5,4,1.75,1.25,1.7,1,1,1,2.258,1.909
"SHORTCAKE_WAGON","NT_long",515.0769,0.29732,0.58638,1.431,2.958,9,5,3.6,1.95,3.7,1.95,2,2,1.204,2.671
"DAD_WAITER","NT_long",577.6563,0.27697,0.92447,4.413,2.829,3,6,1.15,1.7,1,1.35,1,2,3.639,2.638
"SECRETARY_WALL","NT_long",522.05,0.072461,0.65144,3.229,3.557,9,4,3.3,1.2,3.4,1,4,1,2.894,3.324
"MONKEY_WASH","NT_long",521.6744,0.26149,0.65815,3.233,3.318,6,4,1.9,1.25,1.7,1.45,2,1,2.894,3.132
"PRIVATE_WATCH","NT_long",464.2,0.18236,0.64295,3.588,4.226,7,5,2.5,1.6,2.25,1.65,2,1,3.354,3.77
"KEY_WEB","NT_long",531.1765,0.020128,0.6406,3.647,2.673,3,3,1.8,1.7,1,1.7,1,1,3.336,2.461
"FIG_WEIGHT","NT_long",548.2286,0.021953,0.65056,1.799,3.267,3,6,1.3,1.65,1.15,1,1,1,1.663,3.113
"SCOTCH_WHALE","NT_long",536.0541,0.15366,0.52179,2.877,2.76,6,5,1.95,1.75,1.75,1.7,1,1,2.68,2.365
"LAUNCH_WHITE","NT_long",466.9091,0.070908,0.55998,3.008,3.942,6,5,1.85,1.75,1.75,1.65,1,1,2.598,3.526
"GRADE_WOMAN","NT_long",506.0556,0.13925,0.79764,3.174,4.346,5,5,1.4,1.9,1,1.85,1,2,2.997,3.773
"CHEMIST_WOOL","NT_long",540.3158,0.10695,0.67371,1.982,2.209,7,4,2.45,1.65,2.3,1.35,2,1,1.785,2.121
"CLOTHES_WORLD","NT_long",532.0769,0.19501,0.91559,3.713,4.366,7,5,2.35,1.85,1.15,1.6,1,1,3.446,3.792
"COZY_YELLOW","NT_long",489.9259,0.1446,0.74592,2.461,3.237,4,6,1.8,1.85,1.75,1.65,2,2,2.401,3.009
"CRISP_ZOO","NT_long",690.7692,-0.01904,0.69332,2.209,2.843,5,3,1.9,1.6,1.9,1,1,1,2.114,2.588
"COMEDIAN_ACTOR","NT_long",518.3333,0.52886,0.97689,2.322,3.128,8,5,2.95,1.9,2.6,1.75,3,2,2.13,2.76
"BARTENDER_ALCOHOL","NT_long",507.825,0.26887,0.80203,2.698,2.927,9,7,3.2,3.35,4.15,3.7,3,3,2.505,2.77
"SWAMP_ALLIGATOR","NT_long",506.7619,0.35921,0.74947,2.662,2.253,5,9,1.65,3.55,1.7,2.9,1,4,2.312,2.1
"INSECT_ANT","NT_long",526.0323,0.43865,0.96027,2.209,2.438,6,3,1.7,1.2,1.8,1.2,2,1,2.041,2.049
"CHIMPANZEE_APE","NT_long",498.7407,0.49636,0.95758,1.799,2.694,10,3,4.85,1.15,5.2,1.05,3,1,1.602,2.24
"SAUCE_APPLE","NT_long",556.5926,0.24189,0.86348,2.901,3.082,5,5,1.75,1.8,1.1,1.75,1,2,2.693,2.839
"DEPUTY_ASSISTANT","NT_long",548.2105,0.51776,0.95479,2.902,3.216,6,9,2.5,3.2,2.85,2.8,3,3,2.573,2.99
"CELLAR_ATTIC","NT_long",654.4615,0.47508,0.87415,2.68,2.603,6,5,2,2.05,1.45,1.8,2,2,2.373,2.377
"MOTOR_AUTO","NT_long",443.4,0.30921,0.83279,2.827,2.593,5,4,1.85,1.9,1.5,1.85,2,2,2.673,2.462
"HANDBAG_BACKPACK","NT_long",521.1579,0.42197,0.88535,2.13,2.272,7,8,2.65,3,2.7,2.7,2,2,1.778,2.121
"CATCH_BALL","NT_long",533.6667,0.34359,0.74084,3.84,3.729,5,4,1.65,1,1.35,1,1,1,3.576,3.316
"BANKER_BANK","NT_long",533.069,0.58229,0.68222,2.387,3.637,6,4,1.4,1.05,1.55,1.05,2,1,2.207,3.202
"RESTAURANT_BAR","NT_long",519.3902,0.50625,0.97147,3.376,3.642,10,3,3.75,1,3.75,1,3,1,3.095,3.346
"BASEBALL_BASKETBALL","NT_long",604.7619,0.53859,0.88717,3.11,3.038,8,10,3.05,4.35,3,4.5,2,3,2.807,2.624
"CELLO_BASS","NT_long",574.0541,0.36192,0.60191,1.982,2.587,5,4,1.8,1.1,2,1,2,1,1.613,2.352
"SWATTER_BAT","NT_long",622,0.31142,0.93533,1.079,3.022,7,3,1.85,1,1.75,1,2,1,1,2.75
"SUDS_BATH","NT_long",558.4231,0.21691,0.68264,1.398,3.201,4,4,1.6,1.2,1.5,1,1,1,1.362,2.998
"BEDROOM_BATHROOM","NT_long",502.0833,0.592,0.91721,3.272,3.498,7,8,2.65,3,2.6,2.7,2,2,3.102,3.264
"SUPPORT_BEAM","NT_long",579.4872,0.1146,0.73368,3.413,2.649,7,4,2.4,1.5,1.95,1,2,1,3.22,2.367
"ANIMAL_BEAR","NT_long",516.9,0.33571,0.89064,3.366,3.467,6,4,2.45,1,2.45,1,3,1,3.138,3.176
"ANTELOPE_BEAST","NT_long",608.7143,0.30688,0.84442,1.708,3.098,8,5,3.25,1.4,3,1.1,3,1,1.532,2.743
"SOFA_BED","NT_long",504.5143,0.6399,0.95851,2.477,3.98,4,3,1.8,1,1.75,1,2,1,2.356,3.614
"WASP_BEE","NT_long",534.7209,0.42109,0.90211,1.869,2.724,4,3,1.65,1.1,1.95,1,1,1,1.643,2.396
"CHAMPAGNE_BEER","NT_long",549.4762,0.47206,0.9299,3.203,3.586,9,4,3.6,1.3,2.6,1,2,1,2.928,3.257
"PEAK_BEST","NT_long",527.9048,0.061547,0.58964,2.483,4.314,4,4,1.3,1,1,1,1,1,2.334,3.824
"RIDE_BICYCLE","NT_long",494.5862,0.52467,0.81986,3.839,2.529,4,7,1,2.75,1,2.65,1,3,3.494,2.38
"RACK_BIKE","NT_long",512.32,0.30351,0.70133,2.6,3.121,4,4,1.1,1.5,1,1,1,1,2.506,2.76
"PILLOW_BLANKET","NT_long",526.48,0.46984,0.83936,2.765,2.821,6,7,1.85,2.25,1.65,2.35,2,2,2.657,2.682
"HOUND_BLOOD","NT_long",526.9762,0.14679,0.76635,2.412,3.977,5,5,1.6,1.7,1.3,1.6,1,1,2.225,3.547
"CORK_BOARD","NT_long",582.1154,0.089205,0.67642,2.167,3.515,4,5,1.4,1.7,1.2,1,1,1,2.068,3.226
"GRAVY_BOAT","NT_long",532.7143,0.13977,0.79148,2.431,3.689,5,4,1.9,1.25,1.75,1,2,1,2.281,3.164
"BOTTLE_BOOZE","NT_long",654.6111,0.42499,0.69954,3.413,2.747,6,5,1.8,1.9,1.45,1,2,1,3.194,2.627
"CAPTAIN_BOSS","NT_long",520.4848,0.29002,0.68325,4.026,3.802,7,4,2.5,1.5,1.85,1.15,2,1,3.252,3.368
"VIOLIN_BOW","NT_long",531,0.33745,0.69642,2.386,3.015,6,3,2.65,1,2.3,1,2,1,2.09,2.785
"SQUARE_BOX","NT_long",561.6471,0.15684,0.83526,3.21,3.661,6,3,1.85,1.4,1.8,1.05,1,1,3.031,3.372
"CHAMPION_BOXER","NT_long",491.1379,0.50782,0.73231,3.029,2.295,8,5,2.85,1.75,3.25,1.95,2,2,2.709,2.057
"FLOUR_BREAD","NT_long",534.6,0.47871,0.91297,2.209,3.16,5,5,1.85,1.55,1.7,1.2,1,1,2.045,2.956
"EGG_BREAKFAST","NT_long",514.3514,0.31066,0.88857,3.123,3.529,3,9,1.9,3.3,1.4,3.2,1,2,2.861,3.294
"HOUSE_BRICK","NT_long",531.0952,0.34012,0.76192,4.418,2.716,5,5,1.6,1.6,1.65,1.15,1,1,3.781,2.408
"WEDDING_BRIDE","NT_long",466.6429,0.70214,0.97084,3.714,3.092,7,5,1.8,1.55,1.2,1.2,2,1,3.219,2.805
"SIBLING_BROTHER","NT_long",508.561,0.39184,0.97103,1.699,4.161,7,7,2,1.9,2,1.9,2,2,1.613,3.579
"BROOM_BRUSH","NT_long",617.381,0.33523,0.8989,2.387,2.859,5,5,1.7,1.7,1.45,1.65,1,1,2.255,2.767
"TUB_BUCKET","NT_long",522.2188,0.42563,0.83576,2.812,2.709,3,6,1.3,1.85,1.1,1.85,1,2,2.665,2.593
"RODENT_BUG","NT_long",504.4444,0.26712,0.68309,1.968,3.029,6,3,1.95,1.05,2.45,1,2,1,1.869,2.766
"COMPLEX_BUILDING","NT_long",511.9706,0.24894,0.98434,2.826,3.706,7,8,2.3,2.2,3.25,1.85,2,2,2.697,3.382
"PLANT_BUSH","NT_long",520.36,0.1501,0.73119,3.149,2.858,5,4,1.55,1.3,1.6,1.6,1,1,2.92,2.606
"POPCORN_BUTTER","NT_long",485.3529,0.32954,0.90034,2.668,3.018,7,6,3,1.3,3.7,1,2,2,2.491,2.828
"MONARCH_BUTTERFLY","NT_long",551.4074,0.35877,0.97333,1.633,2.45,7,9,2.8,3.25,2.35,4.2,2,3,1.505,2.272
"HAIL_CAB","NT_long",548.6563,0.31127,0.5456,2.788,3.262,4,3,1.15,1.1,1,1,1,1,2.525,2.983
"SPINACH_CABBAGE","NT_long",522.7805,0.50663,0.92069,2.117,2.173,7,7,2.9,2.85,2.75,2.55,2,2,1.959,2.041
"BOOT_CAMP","NT_long",444.8065,0.40131,0.65276,2.755,3.417,4,4,1,1.2,1,1.3,1,1,2.574,3.039
"EMPTY_CAN","NT_long",507.7895,0.31883,0.85087,3.382,5.428,5,3,2.35,1,2.3,1,2,1,3.247,3.922
"STAMP_CARD","NT_long",441.5556,0.18988,0.7841,2.481,3.639,5,4,1.7,1.15,1.7,1,1,1,2.348,3.324
"PLUSH_CARPET","NT_long",533,0.31284,0.70238,1.462,2.775,5,6,1.7,1.9,1.55,1.95,1,2,1.447,2.586
"TURNIP_CARROT","NT_long",552.98,0.40355,0.88552,1.949,2.292,6,6,2.35,1.9,2.3,1.65,2,2,1.663,2.093
"RAT_CAT","NT_long",505.7143,0.49784,0.88748,3.221,3.529,3,3,1,1,1,1,1,1,2.974,3.142
"BOARD_CHALK","NT_long",500.2813,0.11363,0.7032,3.515,2.265,5,5,1.7,1.95,1,1.45,1,1,3.226,2.158
"BONE_CHICKEN","NT_long",498.1923,0.27187,0.64044,3.124,3.498,4,7,1.1,2.15,1,1.95,1,2,2.933,3.196
"EMPIRE_CHINA","NT_long",500.1905,0.26636,0.8257,2.811,3.103,6,5,2.05,1.9,2.35,1.95,2,2,2.569,2.801
"CHISEL_CHIP","NT_long",487.8718,0.09809,0.77128,1.663,3.022,6,4,1.95,1.35,1.9,1.2,2,1,1.591,2.691
"SHELL_CLAM","NT_long",649.4167,0.50095,0.91418,2.829,2.303,5,4,1.55,1.45,1,1.15,1,1,2.606,2.201
"PIPE_CLEANER","NT_long",568.7241,0.20794,0.7527,2.996,2.549,4,7,1.45,1.8,1.25,1.9,1,2,2.809,2.447
"BLUFF_CLIFF","NT_long",580.2273,0.26984,0.96975,2.502,3.042,5,5,1.85,1.95,1.7,1.65,1,1,2.334,2.582
"HEDGE_CLIPPER","NT_long",560.3636,0.11174,0.56387,1.903,1.778,5,7,1.75,1.7,1.65,1.75,1,2,1.771,1.613
"TOWEL_CLOTH","NT_long",581.6667,0.3706,0.88874,2.859,2.494,5,5,1.65,1.85,1.75,1.65,1,1,2.721,2.375
"COSTUME_CLOTHES","NT_long",500.8462,0.49652,0.97755,2.858,3.713,7,7,2.55,2.35,2.65,1.15,2,1,2.598,3.446
"BALLOON_CLOWN","NT_long",482.6,0.35845,0.76308,2.646,2.907,7,5,2.4,1.8,1.75,1.7,2,1,2.418,2.65
"HANGER_COAT","NT_long",542.0833,0.31781,0.75876,1.845,3.332,6,4,1.6,1.35,1.75,1,2,1,1.74,3.105
"SUGAR_COFFEE","NT_long",520.6765,0.45659,0.87207,3.285,3.868,5,6,1.95,2.55,1.9,1.9,2,2,3.06,3.483
"CAN_COKE","NT_long",510.9231,0.26777,0.69476,5.428,2.977,3,4,1,1.3,1,1,1,1,3.922,2.683
"DICTATOR_COMMUNIST","NT_long",559.8519,0.33941,0.8153,2.037,2.588,8,9,2.7,2.5,2.6,2.95,3,3,1.863,2.17
"STADIUM_CONCERT","NT_long",520.2143,0.34889,0.62103,2.495,2.952,7,7,2.8,1.7,2.65,2.5,2,2,2.267,2.621
"CRANE_CONSTRUCTION","NT_long",604.1905,0.25221,0.91379,3.234,2.849,5,12,1.65,2.35,1.1,2.55,1,3,2.504,2.661
"PEST_CONTROL","NT_long",504.6364,0.26943,0.66733,2.167,3.824,4,7,1.15,2.85,1,2.55,1,2,2.053,3.514
"CAPE_CORAL","NT_long",557.4583,0.13515,0.62503,2.624,2.086,4,5,1.1,1.75,1,1.55,1,2,2.354,1.763
"FIELD_CORN","NT_long",533.8276,0.25265,0.66153,3.554,2.861,5,4,1.75,1.2,1.05,1,1,1,3.283,2.606
"OBJECTIVE_COURSE","NT_long",580.2222,0.11192,0.65103,2.556,4.395,9,6,2.65,1.85,2.65,1.05,3,1,2.433,3.824
"TOP_COVER","NT_long",501.5,0.25201,0.71213,3.833,3.682,3,5,1,1.25,1,1.65,1,2,3.557,3.445
"WALNUT_CRACK","NT_long",568.2857,0.14714,0.72455,2.004,3.224,6,5,2.65,1.6,3.55,1,2,1,1.771,3.077
"NUT_CRACKER","NT_long",535.5758,0.35556,0.93668,2.902,2.47,3,7,1.4,1.85,1,1.75,1,2,2.742,2.308
"CHALK_CRAYON","NT_long",531.7619,0.34465,0.94517,2.265,1.342,5,6,1.95,2.55,1.45,1.85,1,2,2.158,1.322
"CONE_CUP","NT_long",494.5789,0.2109,0.858,2.176,3.421,4,3,1,1.4,1,1.05,1,1,2.061,3.195
"SON_DAD","NT_long",502.8571,0.60968,0.98239,4.321,4.413,3,3,1,1.15,1,1,1,1,3.712,3.639
"DIGGER_DAGGER","NT_long",503.3571,0.13663,0.64701,2.391,2.401,6,6,1.8,1.9,1.5,1.9,2,2,1.839,2.041
"FLOOD_DAM","NT_long",513.0263,0.40616,0.67837,2.465,2.468,5,3,1.75,1,1.65,1,1,1,2.308,2.097
"MOOSE_DEER","NT_long",508,0.46158,0.94306,2.452,2.648,5,4,1.6,1.35,1.15,1,1,1,2.104,2.391
"TACKLE_DEFENSE","NT_long",572.8571,0.13423,0.68146,2.342,3.222,6,7,1.85,2.25,1.65,1.95,2,2,2.238,2.921
"SHELF_DESK","NT_long",508.7872,0.35953,0.89746,2.551,3.35,5,4,1.85,1.8,1.6,1.75,1,1,2.439,3.148
"PICKLE_DILL","NT_long",550.4828,0.38961,0.66768,2.373,1.959,6,4,1.7,1.2,1.6,1,2,1,2.155,1.532
"CAFE_DINNER","NT_long",514.7857,0.27139,0.7897,2.413,4.014,4,6,1.45,1.75,1.85,1.4,2,2,2.228,3.598
