"Occurrences","Word","LgSUBTLWF","OLD","PLD","NSyll"
"1","newt","1.839","1.650","1.000","1"
"1","Newton's","#","#","#","2"
"1","Newtonian","0.301","3.900","3.500","3"
"1","next","4.363","1.750","1.750","1"
"1","Niagara","2.199","3.450","3.750","3"
"1","nibble","1.892","1.950","1.700","2"
"1","Nicaraguan","1.000","4.650","6.300","4"
"1","nicely","2.708","1.950","1.900","2"
"1","nicer","2.583","1.900","2.000","2"
"1","nicest","2.465","2.200","2.450","2"
"1","niceties","1.114","2.900","2.850","3"
"1","nicety","0.477","2.400","2.550","3"
"1","niche","1.681","1.950","1.450","1"
"1","nick","3.486","1.450","1.000","1"
"1","Nick's","#","#","#","1"
"1","nicked","1.857","1.700","1.550","1"
"1","nicknack","#","3.400","2.950","2"
"1","nicknamed","1.568","3.550","3.550","2"
"1","nicknames","1.672","3.600","3.700","2"
"1","Nicolas","#","3.250","2.950","3"
"1","nicotine","1.944","3.300","3.650","3"
"1","nieces","1.505","2.400","1.850","2"
"1","Nigerian","1.462","3.200","3.950","3"
"1","nigh","1.633","1.800","1.000","1"
"1","night","4.645","1.500","1.000","1"
"1","night's","#","#","#","1"
"1","nightclothes","#","5.300","4.250","2"
"1","nightclub","2.377","3.750","3.800","2"
"1","nightdress","0.699","3.800","3.800","2"
"1","nightie","1.556","2.600","1.800","2"
"1","nightingale","2.164","4.400","4.100","3"
"1","nightingales","0.903","5.050","4.700","3"
"1","nightline","#","3.250","2.450","2"
"1","nightmares","2.571","3.700","3.700","2"
"1","nightmarish","1.079","4.700","4.450","3"
"1","nights","3.237","1.700","1.350","1"
"1","nightshade","1.415","3.950","3.500","2"
"1","nightshirt","1.079","4.050","3.800","2"
"1","nightstick","1.342","4.200","3.250","2"
"1","nihilistic","0.903","3.800","3.650","3"
"1","nil","1.380","1.650","1.000","1"
"1","nimble","1.491","1.850","1.750","2"
"1","nimbler","#","2.350","2.900","3"
"1","nimbly","0.778","2.200","2.250","2"
"1","nimrod","1.398","2.950","2.950","2"
"1","nine","3.537","1.350","1.000","1"
"1","nines","1.740","1.550","1.300","1"
"1","nineteenth","1.279","3.850","3.450","2"
"1","nineties","1.415","2.800","2.350","2"
"1","ninety","2.155","2.400","1.900","2"
"1","ninny","1.663","1.900","1.700","2"
"1","ninth","2.525","2.000","1.900","1"
"1","nip","2.220","1.250","1.000","1"
"1","nipped","1.230","1.700","1.400","1"
"1","nipple","2.161","1.900","1.800","2"
"1","nipples","2.367","2.400","1.800","2"
"1","nirvana","1.763","3.300","3.450","3"
"1","nitpick","0.778","3.150","3.100","2"
"1","nitrate","1.748","2.400","2.500","2"
"1","nitric","1.114","2.750","2.700","2"
"1","nitrogen","1.792","3.750","4.600","3"
"1","nitroglycerine","1.204","7.450","8.750","5"
"1","no","5.484","1.350","1.000","1"
"1","Noah","2.659","1.950","1.350","1"
"1","noble","2.872","1.900","1.800","2"
"1","nobler","1.447","2.100","2.400","2"
"1","noblesse","0.602","2.950","2.700","2"
"1","nocturnal","1.799","3.700","3.450","3"
"1","nocturne","0.699","3.300","3.150","2"
"1","nodding","1.633","2.000","1.550","2"
"1","node","1.415","1.250","1.000","1"
"1","nodes","1.462","1.550","1.350","1"
"1","nodular","#","2.600","3.300","3"
"1","nohow","1.322","2.650","2.850","2"
"1","noise","3.250","1.700","1.700","1"
"1","noises","2.563","1.850","2.300","2"
"1","noisier","0.903","2.750","2.750","2"
"1","noisily","0.954","2.850","2.800","3"
"1","noisy","2.412","1.900","1.950","2"
"1","nomadic","1.204","2.850","2.550","3"
"1","nominally","#","3.400","3.300","4"
"1","nominated","2.079","2.600","2.850","4"
"1","nominating","0.477","2.750","2.950","4"
"1","nomination","2.090","2.650","2.600","4"
"1","nominative","0.301","3.300","3.850","4"
"1","nonacid","#","3.150","3.950","3"
"1","nonaggression","0.301","4.950","4.050","4"
"1","nonagricultural","#","6.900","7.850","6"
"1","nonassertive","#","5.050","5.600","4"
"1","nonchalance","0.602","4.600","4.700","3"
"1","nonchalant","1.301","4.500","4.800","3"
"1","nonchurchgoing","#","6.700","8.350","4"
"1","noncombatant","0.301","5.150","6.000","4"
"1","noncommittal","0.903","5.250","4.600","4"
"1","noncommittally","#","6.150","5.100","5"
"1","nonconductor","#","5.300","5.950","4"
"1","nonconformists","0.477","5.750","6.900","4"
"1","nonconformity","#","5.400","6.100","5"
"1","noncontributory","#","6.150","9.000","6"
"1","nondescript","1.041","4.550","5.850","3"
"1","nondescriptly","#","5.650","7.200","4"
"1","nondiscriminatory","#","6.900","9.150","7"
"1","nondriver","#","3.700","4.500","3"
"1","none","3.751","1.300","1.000","1"
"1","nonentity","0.602","3.900","3.900","4"
"1","nonequivalence","#","5.900","6.300","5"
"1","nonequivalent","#","5.450","6.300","5"
"1","nonexistent","1.643","4.400","6.100","4"
"1","nonflammable","#","5.150","4.450","4"
"1","nonfunctional","0.699","4.700","6.300","4"
"1","noninflammable","#","6.250","6.350","5"
"1","noninterference","#","6.300","6.850","5"
"1","nonintervention","0.301","5.700","5.700","5"
"1","nonlinguistic","#","5.650","6.350","4"
"1","nonliterary","#","4.500","5.850","5"
"1","nonmusical","#","4.200","5.800","4"
"1","nonmythological","#","5.500","6.650","6"
"1","nonobservance","#","5.400","6.250","4"
"1","nonoccurrence","#","5.450","5.450","4"
"1","nonpareil","0.477","4.150","4.650","3"
"1","nonparticulate","#","5.450","7.350","5"
"1","nonpartisan","0.301","4.550","5.350","4"
"1","nonplus","#","3.200","3.700","2"
"1","nonpoisonous","#","5.700","5.750","4"
"1","nonpolitical","0.477","4.750","5.050","5"
"1","nonproliferation","0.477","6.400","7.800","6"
"1","nonresident","#","4.400","4.850","4"
"1","nonrestrictive","#","5.300","6.000","4"
"1","nonsegregated","#","5.100","6.950","5"
"1","nonsensical","1.146","4.750","5.300","4"
"1","nonsingular","#","4.950","5.600","4"
"1","nonspecifically","#","6.350","6.550","5"
"1","nonstandard","0.301","4.700","4.600","3"
"1","nonstarter","0.301","3.950","4.250","3"
"1","nonsystematic","#","6.050","7.250","5"
"1","nonunion","0.477","3.250","4.450","3"
"1","nonviolence","0.903","4.050","4.550","3"
"1","nook","1.740","1.550","1.350","1"
"1","nooks","1.041","1.750","1.600","1"
"1","noon","2.966","1.600","1.150","1"
"1","noonday","0.477","2.950","3.100","2"
"1","noose","2.049","1.700","1.350","1"
"1","Nordic","1.255","2.800","2.600","2"
"1","Norfolk","1.845","3.550","2.800","2"
"1","normality","1.255","2.550","3.100","4"
"1","normalization","#","3.750","4.300","5"
"1","normalize","0.699","2.600","3.200","3"
"1","normalized","0.477","3.100","3.400","3"
"1","normally","2.913","2.400","2.350","3"
"1","normals","0.477","2.450","2.450","2"
"1","Norman","2.935","1.900","1.750","2"
"1","Normandy","1.959","2.900","2.900","3"
"1","normative","0.602","2.900","3.050","3"
"1","north","3.513","1.900","1.750","1"
"1","northeast","2.217","3.400","3.700","2"
"1","northeaster","0.301","3.750","4.400","3"
"1","northerly","0.602","3.550","3.250","3"
"1","northern","2.560","2.850","3.200","2"
"1","northerners","1.000","3.950","4.250","3"
"1","northernmost","0.602","4.800","6.350","3"
"1","northward","1.079","3.550","3.350","2"
"1","northwest","2.312","3.450","4.500","2"
"1","Norway","1.949","2.700","2.550","2"
"1","Norwegian","1.892","4.000","3.900","3"
"1","nose","3.551","1.200","1.000","1"
"1","nosedive","0.954","3.750","3.850","2"
"1","nosh","0.845","1.700","1.450","1"
"1","nostalgia","1.602","4.300","4.700","3"
"1","nostalgically","0.301","5.050","5.500","4"
"1","Nostradamus","1.176","5.700","6.000","4"
"1","nostril","1.556","2.900","2.800","2"
"1","nostrils","1.919","3.550","3.450","2"
"1","nosy","2.161","1.700","1.600","2"
"1","not","5.442","1.050","1.000","1"
"1","notable","1.505","2.150","2.100","3"
"1","notables","0.845","2.650","2.750","3"
"1","notably","1.362","2.700","2.500","3"
"1","notarize","0.301","2.900","2.950","3"
"1","notarized","1.447","3.400","3.350","3"
"1","notate","0.301","2.050","2.250","2"
"1","notch","2.233","1.950","1.600","1"
"1","notched","0.602","2.200","1.900","1"
"1","note","3.437","1.500","1.000","1"
"1","noted","2.391","1.850","1.450","2"
"1","notepaper","0.477","3.850","4.000","3"
"1","notes","3.099","1.750","1.550","1"
"1","noteworthy","0.954","4.600","3.850","3"
"1","nothing's","#","#","#","2"
"1","nothingness","1.643","4.650","3.650","3"
"1","nothings","1.322","2.750","2.700","2"
"1","notice","3.480","1.900","1.850","2"
"1","noticeably","1.041","4.050","3.700","4"
"1","notices","2.149","2.300","2.750","3"
"1","noticing","2.295","2.700","2.700","3"
"1","notification","1.505","2.750","4.000","5"
"1","noting","1.146","1.800","1.400","2"
"1","notions","1.924","1.850","1.700","2"
"1","notorious","2.279","3.300","3.450","3"
"1","notoriously","1.532","3.800","3.900","4"
"1","nougat","1.079","2.600","2.200","2"
"1","nought","1.079","1.700","1.000","1"
"1","nourishes","0.699","2.950","2.900","3"
"1","nourishing","1.362","3.250","2.750","3"
"1","nourishment","1.799","4.150","4.000","3"
"1","novel","2.711","1.800","1.800","2"
"1","novelist's","#","#","#","3"
"1","novelists","1.079","3.300","3.550","3"
"1","novels","2.207","1.900","1.850","2"
"1","novice","1.623","2.200","2.000","2"
"1","novices","1.114","2.400","2.850","3"
"1","now","5.213","1.050","1.150","1"
"1","nowadays","2.556","3.800","3.900","2"
"1","nowhere","3.300","2.800","3.400","2"
"1","nuance","1.342","2.150","2.000","2"
"1","nuances","1.176","2.400","2.550","3"
"1","nuclear","2.986","2.800","2.850","2"
"1","nucleated","#","3.450","3.900","4"
"1","nuclei","0.954","2.900","3.650","3"
"1","nucleotide","#","4.650","6.100","4"
"1","nude","2.480","1.700","1.000","1"
"1","nudes","1.568","1.900","1.650","1"
"1","nudged","0.778","1.900","1.950","1"
"1","nudging","1.204","2.100","2.250","2"
"1","nudity","1.954","2.500","2.550","3"
"1","nugget","1.785","2.350","2.250","2"
"1","nuisance","2.217","3.300","2.500","2"
"1","nuisances","0.602","3.500","3.400","3"
"1","nullified","0.845","3.250","2.650","3"
"1","nullify","1.230","2.800","2.650","3"
"1","nullity","#","2.800","2.750","3"
"1","number","4.090","1.850","1.750","2"
"1","numbered","1.968","2.600","2.250","2"
"1","numberplate","#","4.700","5.400","3"
"1","numbingly","#","3.750","2.700","3"
"1","numbly","0.301","2.150","1.900","2"
"1","numeral","1.000","2.700","2.600","3"
"1","numerals","1.000","2.700","3.050","3"
"1","numeration","#","2.850","3.150","4"
"1","numerator","0.778","3.150","3.750","4"
"1","numerical","1.322","3.350","3.650","4"
"1","numerically","0.477","3.800","3.700","4"
"1","nun","2.551","1.400","1.000","1"
"1","nuptial","1.000","3.000","2.750","2"
"1","nurse","3.361","1.800","1.650","1"
"1","nurse's","#","#","#","2"
"1","nurses","2.828","1.850","2.250","2"
"1","nut","2.902","1.400","1.000","1"
"1","nuthouse","1.672","2.800","2.800","2"
"1","nutmeg","1.568","3.000","3.650","2"
"1","nutrient","1.301","3.200","3.150","2"
"1","nutrition","1.690","2.900","3.100","3"
"1","nutritious","1.663","3.800","3.600","3"
"1","nutty","2.263","1.900","1.600","2"
"1","nuzzle","0.903","1.900","1.650","2"
"1","nympho","1.415","3.250","2.600","2"
"1","nymphomania","1.041","4.700","5.100","4"
"1","nymphomaniacs","0.845","5.600","6.100","5"
"1","o'er","#","#","#","1"
"1","oaf","1.708","1.650","1.300","1"
"1","oafs","0.699","1.850","1.850","1"
"1","oaken","0.477","1.900","1.750","2"
"1","oar","1.633","1.100","1.000","1"
"1","oases","#","1.750","2.000","3"
"1","oath","2.703","1.550","1.400","1"
"1","oaths","1.301","1.800","1.900","1"
"1","oats","2.025","1.250","1.550","1"
"1","obedient","2.004","3.500","3.550","3"
"1","obesity","1.342","3.000","3.050","4"
"1","obeyed","1.799","2.500","1.850","2"
"1","obfuscate","0.778","3.850","3.700","3"
"1","object","3.119","2.450","2.850","2"
"1","objected","1.613","2.600","2.450","3"
"1","objectification","0.903","4.650","3.000","#"
"1","objectionable","1.301","5.000","5.550","5"
"1","objections","2.314","2.700","3.150","3"
"1","objective","2.556","2.650","2.650","3"
"1","objectively","1.716","3.550","3.550","4"
"1","objectiveness","#","4.600","4.400","4"
"1","objects","2.648","2.600","3.600","2"
"1","obligation","2.538","2.850","2.950","4"
"1","obligational","#","4.400","4.250","5"
"1","obligations","2.111","3.550","3.300","4"
"1","oblige","2.057","2.700","2.750","2"
"1","obliged","2.471","2.850","3.200","2"
"1","obligingly","0.778","4.050","4.850","4"
"1","oblique","1.380","2.950","1.950","2"
"1","obliterated","1.505","3.500","4.200","5"
"1","obliteration","0.903","3.550","3.700","5"
"1","oblivion","2.009","3.400","3.350","3"
"1","obnoxious","2.255","3.750","3.900","3"
"1","oboist","#","2.600","2.700","3"
"1","obscene","2.248","2.900","2.500","2"
"1","obscenities","1.079","4.600","3.550","4"
"1","obscenity","1.732","3.750","3.100","4"
"1","obscurant","#","3.650","4.150","3"
"1","obscures","0.903","2.800","3.350","2"
"1","obscurities","#","4.200","4.100","4"
"1","obscurity","1.447","3.400","3.750","4"
"1","observable","0.699","3.650","4.050","4"
"1","observances","#","3.750","4.500","4"
"1","observant","1.799","3.100","3.400","3"
"1","observation","2.581","3.200","3.400","4"
"1","observational","0.778","4.200","4.300","5"
"1","observations","1.863","3.400","3.550","4"
"1","observe","2.699","2.350","2.500","2"
"1","observed","2.299","2.450","2.550","2"
"1","observing","2.164","2.750","2.700","3"
"1","obsess","1.505","2.350","1.900","2"
"1","obsessive","1.959","3.250","2.450","3"
"1","obsolescent","0.301","4.500","4.700","4"
"1","obstetric","0.845","3.900","3.950","3"
"1","obstetrician","1.146","5.350","4.900","4"
"1","obstruct","1.491","2.750","2.750","2"
"1","obstructed","1.415","3.250","2.950","3"
"1","obstruction","2.090","3.100","2.800","3"
"1","obstructionist","#","4.600","4.800","4"
"1","obtain","2.281","2.450","1.850","2"
"1","obtained","2.093","2.600","2.050","2"
"1","obtaining","1.613","2.700","2.400","3"
"1","obtrusive","0.477","3.450","3.050","3"
"1","obtrusiveness","#","4.900","4.650","4"
"1","obvious","3.179","2.750","2.750","2"
"1","obviousness","0.301","4.350","3.850","3"
"1","occasion","2.927","2.700","2.400","3"
"1","occasionally","2.562","4.300","3.800","5"
"1","occipital","1.568","3.900","3.900","4"
"1","occluded","0.903","2.800","2.000","3"
"1","occlusion","0.903","3.000","2.450","3"
"1","occupancy","1.176","3.800","3.450","4"
"1","occupant","1.623","3.400","2.800","3"
"1","occupation's","#","#","#","4"
"1","occur","2.580","2.400","1.900","2"
"1","occurred","2.868","2.800","1.850","2"
"1","occurrence","1.785","3.450","2.850","3"
"1","occurrences","1.176","4.200","3.500","4"
"1","occurring","1.623","2.850","2.000","3"
"1","ocean","3.189","1.950","1.700","2"
"1","oceangoing","0.301","3.850","4.600","4"
"1","oceanography","0.903","4.350","4.750","5"
"1","octagon","1.079","2.950","3.300","3"
"1","octahedron","#","4.850","5.800","4"
"1","octave","1.176","2.550","2.450","2"
"1","octaves","0.699","2.800","2.750","2"
"1","octet","0.301","2.250","2.850","2"
"1","October","2.705","3.000","3.100","3"
"1","oddities","0.954","2.950","2.600","3"
"1","odds","2.987","1.900","1.400","1"
"1","odoriferous","#","4.850","5.800","5"
"1","Oedipus","1.690","2.900","2.600","3"
"1","off","4.779","1.800","1.300","1"
"1","offenders","2.057","2.650","2.200","3"
"1","offense","2.925","2.450","1.900","2"
"1","offenses","1.518","2.500","2.300","3"
"1","offensives","#","3.400","3.050","3"
"1","offer","3.581","1.900","1.750","2"
"1","offhanded","#","3.600","3.850","3"
"1","office","4.017","2.500","2.000","2"
"1","officeholder","#","4.950","4.150","4"
"1","officeholders","#","5.250","4.400","4"
"1","officer","3.721","2.600","2.600","3"
"1","officer's","#","#","#","3"
"1","officered","#","3.500","2.800","3"
"1","officers","3.159","2.900","2.700","3"
"1","official","3.088","3.050","2.450","3"
"1","officially","2.890","3.550","2.750","4"
"1","officials","2.553","3.450","2.650","3"
"1","officiate","1.079","3.250","2.950","4"
"1","officiated","0.301","3.400","3.500","5"
"1","officiating","0.477","3.900","3.700","5"
"1","offset","1.477","2.800","2.900","2"
"1","often","3.466","1.950","1.800","2"
"1","oftener","0.845","2.700","2.800","3"
"1","oh","5.225","1.500","1.000","1"
"1","Ohio","2.648","2.000","2.350","3"
"1","oil","3.321","1.500","1.000","1"
"1","oilcan","0.845","2.800","3.150","2"
"1","oilman","0.954","2.750","3.000","2"
"1","oink","1.748","1.550","1.400","1"
"1","ointment","1.924","2.800","2.800","2"
"1","ok","4.414","1.600","1.800","2"
"1","Okinawa","1.819","3.950","4.950","4"
"1","Oklahoma","2.354","4.500","5.300","4"
"1","old","4.492","1.550","1.150","1"
"1","olden","1.740","1.900","1.950","2"
"1","Oldsmobile","1.230","4.800","5.700","3"
"1","oleander","0.699","2.400","3.700","4"
"1","olfactory","1.380","3.600","4.200","4"
"1","Olga","#","2.050","2.150","2"
"1","oligarchy","0.954","4.250","4.650","4"
"1","olive","2.575","1.800","1.900","2"
"1","olives","2.140","1.850","1.900","2"
"1","Olivia","2.428","2.550","2.850","3"
"1","Olympics","2.338","3.450","3.200","3"
"1","ominous","1.839","2.550","2.250","3"
"1","ominously","0.301","3.650","3.300","4"
"1","omnibus","0.699","3.350","3.400","3"
"1","omnipotent","1.301","4.150","3.950","4"
"1","omnipresence","#","5.150","5.600","4"
"1","omnipresent","0.845","4.600","5.600","4"
"1","omniscience","0.699","4.350","3.550","3"
"1","on","5.550","1.050","1.300","1"
"1","once","4.245","1.900","1.750","1"
"1","oncoming","1.362","2.700","3.450","3"
"1","one","5.195","1.250","1.000","1"
"1","onerous","0.477","2.750","2.800","3"
"1","ones","3.714","1.550","1.350","1"
"1","onetime","0.699","2.900","2.800","2"
"1","onion","2.337","1.850","2.200","2"
"1","onions","2.462","2.200","2.650","2"
"1","onlooker","0.477","3.100","3.800","3"
"1","only","4.742","1.950","1.950","2"
"1","onomatopoeia","#","6.950","6.750","5"
"1","onset","1.643","1.900","2.550","2"
"1","onsets","#","2.150","2.650","2"
"1","onside","0.699","2.150","2.100","2"
"1","onslaught","1.255","3.800","2.850","2"
"1","onslaughts","#","4.350","3.200","2"
"1","Ontario","1.623","3.150","3.350","4"
"1","Ontario's","#","#","#","4"
"1","ontologically","#","4.500","4.050","5"
"1","ontology","0.778","2.950","3.000","4"
"1","onyx","1.255","2.300","1.850","2"
"1","oops","2.746","1.550","1.750","1"
"1","opal","1.724","1.850","1.850","2"
"1","opalescence","#","4.000","4.100","4"
"1","opalescent","#","3.500","4.100","4"
"1","open","4.213","1.750","1.750","2"
"1","opened","3.237","2.150","1.900","2"
"1","opener","2.240","2.500","2.650","3"
"1","opening","3.292","2.400","2.300","3"
"1","openly","2.037","2.550","2.650","3"
"1","opens","2.929","1.850","1.900","2"
"1","operable","1.114","2.800","3.150","4"
"1","operagoers","#","3.800","4.750","3"
"1","operas","1.653","2.600","2.350","2"
"1","operationally","#","4.150","4.550","6"
"1","operative","2.223","2.600","3.600","4"
"1","operator","2.923","2.500","3.050","4"
"1","operators","1.881","2.700","3.500","4"
"1","ophthalmology","0.778","5.900","5.750","5"
"1","opinion","3.331","2.700","2.750","3"
"1","opinionated","1.447","4.350","4.300","5"
"1","opinions","2.410","2.800","2.950","3"
"1","opossum","0.699","3.600","2.750","3"
"1","opponents","1.964","3.400","2.750","3"
"1","opportune","1.176","3.600","3.600","3"
"1","opportunist","1.279","4.350","4.450","4"
"1","opportunistic","1.176","5.200","5.500","5"
"1","opposed","2.548","2.500","1.800","2"
"1","opposite","2.890","3.050","3.000","3"
"1","oppress","1.079","2.450","1.850","2"
"1","oppressors","1.415","3.600","2.600","3"
"1","opted","1.342","2.000","2.750","2"
"1","optically","0.301","2.900","2.800","3"
"1","optician","0.699","2.900","2.800","3"
"1","optics","1.568","2.550","2.350","2"
"1","optimality","#","3.850","4.850","5"
"1","optimism","1.903","3.400","3.650","4"
"1","optimization","0.301","3.700","3.950","5"
"1","optimizing","#","3.800","3.900","4"
"1","option","2.868","2.000","1.950","2"
"1","optional","1.771","2.650","3.250","3"
"1","options","2.855","2.200","2.000","2"
"1","opulent","0.903","2.900","2.850","3"
"1","oracle","2.061","2.200","2.400","3"
"1","orange","3.057","1.850","1.950","2"
"1","orangeade","0.301","3.850","3.800","3"
"1","orangutan","1.477","4.350","5.700","4"
"1","oration","0.699","1.850","2.400","3"
"1","oratorical","#","3.750","4.800","5"
"1","oratory","1.000","2.700","2.900","4"
"1","orbit","2.461","2.250","1.950","2"
"1","orbits","1.477","2.400","2.750","2"
"1","orchard","1.996","2.750","2.300","2"
"1","orchester","#","3.300","3.000","#"
"1","orchestral","1.041","4.100","3.700","3"
"1","orchestrate","1.176","4.050","3.500","3"
"1","orchestration","0.845","4.100","4.300","4"
"1","orchestrations","0.699","4.450","4.550","4"
"1","orchids","2.130","2.850","2.600","2"
"1","order","3.902","1.850","1.550","2"
"1","ordered","3.276","2.400","1.800","2"
"1","orderings","#","3.000","2.650","3"
"1","orders","3.496","1.900","1.700","2"
"1","ordinal","#","2.550","2.750","3"
"1","ordinance","1.940","3.250","3.400","3"
"1","ordinate","0.301","2.500","2.650","3"
"1","ordinates","#","2.750","3.150","3"
"1","Oregonians","#","3.950","4.700","5"
"1","ores","1.322","1.550","1.000","1"
"1","organically","0.954","3.750","3.600","4"
"1","organismic","0.301","3.600","4.800","4"
"1","organisms","1.580","2.900","3.550","4"
"1","organization","2.825","3.300","3.400","5"
"1","organization's","#","#","#","5"
"1","organizes","1.204","2.650","3.400","4"
"1","organs","2.480","2.200","2.250","2"
"1","orgasm","2.330","2.700","3.250","3"
"1","orgasmic","1.146","3.450","3.700","3"
"1","orgasms","1.875","2.750","3.650","3"
"1","orgiastic","0.699","3.700","5.400","4"
"1","orgies","1.477","2.050","2.800","2"
"1","orient","1.914","2.300","2.200","2"
"1","oriental","2.127","2.800","3.800","4"
"1","orientalist","#","4.400","5.650","5"
"1","orientate","0.301","3.350","3.700","3"
"1","orientations","0.301","3.500","3.800","4"
"1","oriented","1.447","2.700","3.350","4"
"1","orienting","#","2.850","3.600","4"
"1","orifices","1.114","2.850","3.100","4"
"1","origin","2.358","2.600","2.750","3"
"1","original","3.159","2.550","3.400","4"
"1","originality","1.491","3.450","5.600","6"
"1","originals","1.771","2.800","4.000","4"
"1","originate","1.204","2.600","3.550","4"
"1","originated","1.839","3.050","4.400","5"
"1","originator","0.602","3.400","4.850","5"
"1","orioles","0.954","2.750","2.450","3"
"1","Orlando","#","3.000","3.600","3"
"1","ornament","1.771","2.650","2.650","3"
"1","ornamental","1.000","3.550","4.300","4"
"1","ornamentation","0.602","3.950","4.400","5"
"1","ornamented","#","3.500","4.050","4"
"1","ornate","1.041","2.250","2.100","2"
"1","ornery","1.785","2.450","2.450","3"
"1","orphan","2.468","2.800","1.950","2"
"1","orphaned","1.322","3.200","2.450","2"
"1","orphans","2.288","2.700","2.600","2"
"1","Orpheus","1.532","2.850","2.850","2"
"1","orthodontist's","#","#","#","4"
"1","orthodontists","0.477","5.550","5.850","4"
"1","orthodox","1.732","3.800","3.950","3"
"1","orthodoxy","0.699","4.350","5.500","4"
"1","orthographic","0.301","4.050","4.200","4"
"1","orthographies","#","5.150","4.150","4"
"1","orthography","0.301","3.600","3.400","4"
"1","orthopedic","1.431","4.850","4.650","4"
"1","Oscar","2.959","2.000","2.000","2"
"1","oscillate","0.602","3.550","2.400","3"
"1","oscillating","0.903","3.950","3.350","4"
"1","osseous","0.477","2.950","2.500","2"
"1","ossification","0.301","3.150","3.050","5"
"1","ostensible","0.602","3.550","3.400","4"
"1","ostensibly","1.230","3.700","3.700","4"
"1","ostentation","#","3.450","3.750","4"
"1","ostentatious","1.415","4.400","5.300","4"
"1","osteoarthritis","#","7.200","8.700","6"
"1","osteopath","1.079","4.350","4.850","3"
"1","osteoporosis","1.000","6.000","7.600","6"
"1","ostracized","1.342","3.750","3.650","3"
"1","Othello","1.845","3.050","2.550","3"
"1","other's","#","#","#","2"
"1","otherworldly","1.114","5.850","6.250","4"
"1","ouch","2.748","1.750","1.750","1"
"1","ounce","2.316","1.750","1.850","1"
"1","ours","3.256","1.550","1.400","1"
"1","ourselves","3.428","3.750","4.400","2"
"1","out","5.295","1.150","1.000","1"
"1","outage","1.342","1.950","2.700","2"
"1","outbound","1.230","2.850","3.000","2"
"1","outbreak","2.000","3.300","3.100","2"
"1","outbreaks","0.903","3.700","3.650","2"
"1","outbuilding","1.079","4.200","4.200","3"
"1","outbursts","1.580","3.600","4.050","2"
"1","outcast","1.833","2.500","2.650","2"
"1","outcaste","#","2.650","3.500","2"
"1","outclass","0.301","2.650","3.300","2"
"1","outcome","2.305","2.850","3.000","2"
"1","outcrop","#","2.900","3.450","2"
"1","outcrops","#","3.400","3.750","2"
"1","outdistance","0.301","4.200","4.600","3"
"1","outdistanced","0.301","4.600","5.400","3"
"1","outdistancing","#","5.350","5.900","4"
"1","outdoor","1.973","2.800","2.700","2"
"1","outdoors","2.033","3.100","3.600","2"
"1","outdrew","0.602","2.950","3.450","2"
"1","outermost","0.699","3.500","4.200","3"
"1","outfield","1.114","2.950","3.250","2"
"1","outfielder","0.778","3.650","4.200","3"
"1","outfit","3.107","2.550","2.850","2"
"1","outfitted","1.204","3.400","3.750","3"
"1","outflank","1.176","3.150","3.700","2"
"1","outfox","0.477","2.800","3.700","2"
"1","outgo","0.301","2.450","2.650","2"
"1","outlast","1.301","2.350","2.750","2"
"1","outlawed","1.663","2.600","2.500","2"
"1","outlaws","1.973","2.450","2.500","2"
"1","outlay","0.845","2.350","2.500","2"
"1","outlays","0.477","2.500","2.600","2"
"1","outlet","2.013","1.850","2.700","2"
"1","outlines","1.431","2.650","2.700","2"
"1","outlining","0.954","3.050","3.500","3"
"1","outlived","1.477","2.600","3.400","2"
"1","outlook","2.017","2.900","2.650","2"
"1","outlying","1.255","2.700","3.300","3"
"1","outmaneuvered","0.699","6.000","5.850","4"
"1","outmatched","0.699","3.650","3.650","2"
"1","outmost","#","2.500","2.900","2"
"1","outnumber","1.602","3.800","4.700","3"
"1","outnumbered","2.037","4.350","4.750","3"
"1","outplay","0.477","2.650","2.800","2"
"1","outplayed","0.778","3.150","3.150","2"
"1","outport","#","2.550","3.750","2"
"1","outpost","1.833","2.500","2.800","2"
"1","outposts","1.279","2.700","3.250","2"
"1","output","1.857","2.450","2.700","2"
"1","outrage","2.207","2.350","3.400","2"
"1","outraged","1.826","2.650","3.700","2"
"1","outrages","0.845","2.700","4.400","3"
"1","outreach","1.398","3.000","3.750","2"
"1","outride","0.845","2.400","2.550","2"
"1","outriggers","0.301","3.650","4.100","3"
"1","outright","1.806","2.850","2.500","2"
"1","outs","2.000","1.500","1.500","1"
"1","outsail","0.301","2.900","2.650","2"
"1","outscoring","0.301","3.800","3.850","3"
"1","outside","3.938","2.200","2.700","2"
"1","outsider","2.086","2.650","3.750","3"
"1","outsiders","1.944","3.300","4.450","3"
"1","outsize","0.301","2.550","2.850","2"
"1","outsized","0.602","2.700","3.500","2"
"1","outspoken","1.415","3.800","4.700","3"
"1","outspread","#","3.750","3.800","2"
"1","outstandingly","0.477","5.250","5.600","4"
"1","outstay","0.477","2.850","2.800","2"
"1","outstripping","#","4.750","4.750","3"
"1","outvote","#","2.900","2.850","2"
"1","outwards","0.903","2.700","2.850","2"
"1","outweigh","1.398","3.550","2.550","2"
"1","outwork","0.477","2.600","2.650","2"
"1","outworn","0.903","2.750","3.500","2"
"1","oval","1.845","1.800","1.800","2"
"1","ovary","1.431","1.950","2.050","3"
"1","ovens","1.477","1.900","2.250","2"
"1","ovenware","#","3.400","3.950","3"
