"Occurrences","Word","LgSUBTLWF","OLD","PLD","NSyll"
"1","slave","2.974","1.500","1.500","1"
"1","slave's","#","#","#","1"
"1","slaver","1.176","1.700","1.850","2"
"1","slaves","2.618","1.800","1.800","1"
"1","Slavic","1.079","2.550","2.600","2"
"1","Slavs","0.301","1.750","1.850","1"
"1","slaw","1.255","1.300","1.500","1"
"1","slay","2.041","1.150","1.100","1"
"1","slaying","1.681","1.750","1.650","2"
"1","sleazy","2.049","2.500","1.950","2"
"1","sled","2.176","1.550","1.550","1"
"1","sleek","1.643","1.800","1.300","1"
"1","sleep","4.065","1.500","1.200","1"
"1","sleeper","2.025","1.850","1.800","2"
"1","sleeper's","#","#","#","2"
"1","sleeping","3.481","1.900","1.650","2"
"1","sleeps","2.617","1.850","1.650","1"
"1","sleepwalk","1.146","3.850","3.700","2"
"1","sleepwalker","1.079","4.600","4.250","3"
"1","sleepy","2.642","1.900","1.800","2"
"1","sleet","1.532","1.650","1.150","1"
"1","sleeveless","0.778","3.600","2.700","2"
"1","sleeves","2.199","2.500","1.800","1"
"1","sleigh","2.225","2.450","1.100","1"
"1","slender","1.591","1.800","1.700","2"
"1","slept","3.258","1.900","1.650","1"
"1","sleuthing","1.041","2.950","1.950","2"
"1","slice","2.639","1.500","1.350","1"
"1","sliced","2.041","1.700","1.700","1"
"1","slick","2.545","1.550","1.200","1"
"1","slicker","1.633","1.700","1.400","2"
"1","slide","2.959","1.650","1.150","1"
"1","slides","2.193","1.800","1.850","1"
"1","sliding","2.283","1.950","1.750","2"
"1","slight","2.716","1.600","1.000","1"
"1","slighter","0.301","2.200","1.750","2"
"1","slightest","2.540","2.700","2.450","2"
"1","slightly","2.761","2.450","2.000","2"
"1","slimly","#","1.950","2.000","2"
"1","slimmer","1.079","1.750","1.550","2"
"1","slimy","2.204","1.850","1.800","2"
"1","slinging","1.613","1.800","1.750","2"
"1","slings","1.362","1.750","1.600","1"
"1","slip","3.121","1.300","1.050","1"
"1","slipknot","0.903","3.900","3.650","2"
"1","slipper","2.057","1.650","1.450","2"
"1","slippers","2.422","1.900","1.650","2"
"1","slippery","2.354","2.350","2.000","3"
"1","slipping","2.483","1.700","1.600","2"
"1","slips","2.299","1.500","1.350","1"
"1","slipshod","0.903","3.550","3.750","2"
"1","slit","2.290","1.300","1.000","1"
"1","slither","1.079","2.000","1.750","2"
"1","sloan","2.521","1.900","1.250","1"
"1","slob","2.263","1.550","1.500","1"
"1","sloop","1.041","1.700","1.300","1"
"1","slop","1.978","1.250","1.100","1"
"1","slopes","1.756","1.900","1.700","1"
"1","sloping","1.279","1.900","1.750","2"
"1","slopped","0.903","1.700","1.450","1"
"1","sloppily","0.602","2.950","2.750","3"
"1","slopping","0.903","1.700","1.700","2"
"1","sloppy","2.479","2.150","1.800","2"
"1","sloshed","0.778","2.000","1.800","1"
"1","slot","2.449","1.100","1.000","1"
"1","sloth","1.875","1.800","1.850","1"
"1","slots","1.919","1.500","1.600","1"
"1","slotted","0.778","1.750","1.550","2"
"1","slouch","1.518","1.950","2.000","1"
"1","Slovenia","#","3.750","4.000","3"
"1","slow","3.589","1.250","1.000","1"
"1","slowed","2.068","1.650","1.350","1"
"1","slowing","2.196","1.600","1.550","2"
"1","slug","2.405","1.500","1.400","1"
"1","sluggish","1.613","2.950","2.500","2"
"1","sluggishly","#","4.650","3.400","3"
"1","sluices","0.301","2.250","2.000","2"
"1","sluicing","0.477","2.800","1.950","2"
"1","slumber","2.149","2.000","2.050","2"
"1","slumbered","0.477","2.750","2.550","2"
"1","slumming","1.732","2.200","1.800","2"
"1","slums","1.708","1.800","1.800","1"
"1","slung","1.230","1.550","1.350","1"
"1","slur","1.398","1.650","1.750","1"
"1","slurped","0.301","2.050","2.250","1"
"1","slush","1.462","1.600","1.400","1"
"1","slushy","0.602","1.950","1.950","2"
"1","slut","2.763","1.550","1.400","1"
"1","smack","2.687","1.600","1.400","1"
"1","smacks","1.633","1.700","1.550","1"
"1","small","3.804","1.800","1.750","1"
"1","smaller","2.833","2.050","1.950","2"
"1","smart","3.691","1.900","1.900","1"
"1","smarted","#","1.900","2.050","2"
"1","smear","2.049","1.800","1.450","1"
"1","smeared","1.771","1.950","1.750","1"
"1","smell","3.627","1.600","1.500","1"
"1","smelled","2.607","1.850","1.650","1"
"1","smelly","2.326","1.900","1.800","2"
"1","smelts","0.477","1.900","2.100","1"
"1","smile","3.471","1.750","1.750","1"
"1","smiling","2.943","1.950","1.950","2"
"1","smilingly","0.778","3.050","3.400","3"
"1","smirk","1.623","1.950","1.900","1"
"1","smith","3.269","1.900","1.900","1"
"1","smitten","1.799","2.450","1.950","2"
"1","smock","1.415","1.750","1.700","1"
"1","smoked","2.554","1.800","1.650","1"
"1","smokehouse","1.279","3.750","3.400","2"
"1","smokers","1.813","2.100","2.300","2"
"1","smokes","2.420","1.750","1.750","1"
"1","smokescreen","0.954","5.400","4.850","2"
"1","smokestack","1.000","4.800","4.500","2"
"1","smoky","1.544","1.950","1.850","2"
"1","smoldered","0.477","2.750","2.650","2"
"1","smooth","2.970","1.950","1.850","1"
"1","smoothbore","0.301","4.250","3.950","2"
"1","smoothed","1.000","2.400","1.900","1"
"1","smoothest","1.079","3.100","2.900","2"
"1","smoothie","1.580","2.750","1.850","2"
"1","smorgasbord","1.556","5.750","5.500","3"
"1","smothered","1.833","2.750","2.400","2"
"1","smoulder","0.301","2.650","2.100","2"
"1","smudge","1.716","2.200","1.900","1"
"1","smudged","1.398","2.400","2.500","1"
"1","smuggled","1.909","2.400","2.400","2"
"1","smuggler","1.799","2.500","2.650","3"
"1","smuggling","2.190","2.850","2.550","3"
"1","smutty","1.079","2.550","1.900","2"
"1","snack","2.669","1.600","1.350","1"
"1","snags","1.114","1.850","1.850","1"
"1","snail","1.959","1.800","1.650","1"
"1","snail's","#","#","#","1"
"1","snails","2.057","1.850","1.750","1"
"1","snake","3.057","1.600","1.400","1"
"1","snakes","2.715","1.800","1.700","1"
"1","snap","2.948","1.650","1.500","1"
"1","snapdragons","0.477","4.950","5.600","3"
"1","snapper","1.544","1.950","1.950","2"
"1","snapping","1.940","1.850","1.700","2"
"1","snappish","1.279","3.250","2.200","2"
"1","snappy","2.179","2.050","1.700","2"
"1","snapshot","1.732","3.650","3.500","2"
"1","snapshots","1.681","3.950","4.100","2"
"1","snare","1.602","1.600","1.600","1"
"1","snarl","1.447","1.900","1.950","1"
"1","snarled","0.845","1.900","2.450","1"
"1","snatch","2.301","1.900","1.900","1"
"1","sneak","2.936","1.800","1.400","1"
"1","sneaked","1.898","1.900","1.800","1"
"1","sneaker","1.556","1.850","1.800","2"
"1","sneaking","2.607","2.000","1.850","2"
"1","sneaky","2.337","1.900","1.850","2"
"1","sneering","0.903","1.900","1.750","2"
"1","sneeze","2.179","2.400","1.500","1"
"1","sneezing","1.756","2.100","1.900","2"
"1","snicker","1.204","1.850","1.700","2"
"1","sniff","2.260","1.900","1.700","1"
"1","sniffed","1.591","2.150","1.800","1"
"1","sniffing","2.243","2.600","1.950","2"
"1","sniping","1.146","1.950","1.900","2"
"1","snips","0.845","1.700","1.750","1"
"1","snivelings","#","3.700","3.600","3"
"1","snobbish","1.230","3.450","2.600","2"
"1","snobbishly","#","4.400","3.650","3"
"1","snobby","1.114","2.200","1.800","2"
"1","snobs","1.431","1.800","1.800","1"
"1","snook","0.845","1.800","1.750","1"
"1","snore","1.919","1.600","1.500","1"
"1","snort","1.778","1.700","1.850","1"
"1","snot","2.037","1.450","1.600","1"
"1","snotty","1.819","1.850","1.750","2"
"1","snout","1.643","1.700","1.800","1"
"1","snow","3.204","1.500","1.450","1"
"1","snowballs","1.279","3.700","3.550","2"
"1","snowblind","#","3.750","3.800","2"
"1","snowbound","0.903","3.650","3.400","2"
"1","snowdrift","1.000","4.550","4.700","2"
"1","snowed","1.799","1.850","1.600","1"
"1","snowflake","1.785","3.750","3.750","2"
"1","snowplough","#","4.800","3.900","2"
"1","snows","1.819","1.750","1.650","1"
"1","snowy","1.740","1.850","1.850","2"
"1","snub","1.322","1.750","1.650","1"
"1","snubbing","0.845","2.700","1.950","2"
"1","snuffboxes","#","4.750","5.550","3"
"1","snuffed","1.431","2.250","1.850","1"
"1","snuffle","#","2.200","1.850","2"
"1","snugly","0.845","2.650","2.500","2"
"1","so","5.335","1.350","1.000","1"
"1","soak","2.248","1.800","1.000","1"
"1","soaking","2.149","1.900","1.650","2"
"1","soap","2.890","1.500","1.000","1"
"1","soaps","1.724","1.750","1.500","1"
"1","soapstone","0.477","3.750","3.600","2"
"1","soar","1.898","1.350","1.000","1"
"1","soared","1.380","1.650","1.000","1"
"1","sobbing","2.420","1.850","1.800","2"
"1","sobbingly","0.301","3.150","2.700","3"
"1","sobered","1.362","2.250","2.000","2"
"1","sobering","1.301","2.300","2.450","3"
"1","soberly","0.954","2.700","2.750","3"
"1","sobriety","1.532","3.150","3.350","3"
"1","sobs","2.124","1.550","1.600","1"
"1","sociable","1.716","2.850","2.500","3"
"1","social","3.232","2.200","1.900","2"
"1","socialite","1.362","2.700","3.100","3"
"1","sociality","#","2.500","5.600","5"
"1","socialize","1.699","2.350","2.650","3"
"1","socialized","0.845","2.800","2.700","3"
"1","socializes","0.477","2.950","3.600","4"
"1","societal","0.954","3.300","3.550","3"
"1","societies","1.763","3.150","3.300","3"
"1","sociological","1.176","3.500","3.450","5"
"1","sociologically","0.845","4.450","4.000","5"
"1","sociologist","0.903","3.500","4.450","5"
"1","sociologists","0.602","3.850","4.900","5"
"1","sociology","1.362","3.450","4.150","5"
"1","sock","2.662","1.150","1.000","1"
"1","socked","1.447","1.550","1.350","1"
"1","socket","1.919","1.700","1.600","2"
"1","socks","2.970","1.650","1.100","1"
"1","Socrates","2.033","2.850","3.150","3"
"1","soda","3.006","1.800","1.800","2"
"1","sodden","0.845","2.150","1.900","2"
"1","sodium","2.104","2.600","2.300","2"
"1","sodomite","1.146","3.750","3.250","3"
"1","sodomy","1.301","2.850","2.400","3"
"1","sofa","2.477","1.800","1.750","2"
"1","soft","3.213","1.650","1.500","1"
"1","softball","2.064","3.400","3.500","2"
"1","softened","1.518","2.700","2.200","2"
"1","softener","1.380","2.650","2.600","3"
"1","softening","1.380","2.950","2.700","3"
"1","softest","1.301","2.500","2.800","2"
"1","softhearted","1.079","3.850","4.550","3"
"1","softness","1.398","2.700","2.700","2"
"1","software","2.635","3.550","3.650","2"
"1","softy","1.342","1.800","1.750","2"
"1","soiled","1.672","1.600","1.500","1"
"1","soils","0.954","1.650","1.550","1"
"1","soiree","1.591","2.200","1.900","2"
"1","sojourner","0.602","3.550","3.850","3"
"1","solaced","#","2.200","2.100","2"
"1","solar","2.375","1.800","1.550","2"
"1","sold","3.424","1.350","1.000","1"
"1","soldering","1.322","2.400","1.950","3"
"1","soldier","3.298","2.350","2.200","2"
"1","soldier's","#","#","#","2"
"1","soldiering","1.380","3.050","3.050","3"
"1","soldierly","0.778","3.250","3.350","3"
"1","soldiers","3.149","2.500","2.450","2"
"1","soldiery","0.477","2.650","2.650","3"
"1","sole","2.430","1.300","1.000","1"
"1","solely","1.954","1.950","2.000","2"
"1","solemn","2.053","2.550","1.750","2"
"1","solemnity","0.602","3.550","3.400","4"
"1","solemnize","0.301","3.700","3.800","3"
"1","solemnly","1.954","3.100","2.500","3"
"1","solenoid","0.778","3.700","3.600","3"
"1","soles","1.681","1.600","1.000","1"
"1","solicit","1.505","2.650","2.800","3"
"1","solicitation","1.663","3.850","3.700","5"
"1","solicitor","1.663","3.450","3.000","4"
"1","solicitous","0.903","3.450","3.100","4"
"1","solicitousness","#","5.150","5.100","5"
"1","solicitude","0.602","3.400","3.800","4"
"1","solidarity","1.613","3.650","4.650","5"
"1","solidity","0.699","2.600","2.450","4"
"1","solids","1.322","1.950","1.950","2"
"1","solitude","2.013","2.850","2.850","3"
"1","solitudes","0.477","3.400","3.400","3"
"1","Solomon","2.193","2.850","2.600","3"
"1","solubility","#","3.650","3.650","5"
"1","soluble","0.954","2.750","2.700","3"
"1","solution","2.907","2.450","2.500","3"
"1","solve","2.998","1.800","1.850","1"
"1","solvency","0.699","3.100","3.600","3"
"1","solvents","1.000","2.800","3.250","2"
"1","Somalia","1.230","2.900","3.050","3"
"1","somatic","0.845","2.550","2.400","3"
"1","somber","1.230","1.900","2.000","2"
"1","sombrero","1.176","3.750","4.550","3"
"1","somehow","3.364","3.350","3.350","2"
"1","someone","4.357","3.000","3.550","2"
"1","someone's","#","#","#","2"
"1","someplace","3.207","3.700","3.550","2"
"1","somersault","1.415","4.500","4.450","3"
"1","somersaulting","0.477","5.200","5.350","4"
"1","somersaults","1.146","5.000","5.250","3"
"1","sometime","3.230","3.250","2.800","2"
"1","somewhat","2.667","3.800","3.900","2"
"1","somewhere","3.755","3.850","3.600","2"
"1","son","4.321","1.000","1.000","1"
"1","son's","#","#","#","1"
"1","sonatas","0.699","2.850","2.900","3"
"1","song","3.679","1.450","1.100","1"
"1","songbook","0.602","3.300","3.050","2"
"1","songful","#","2.850","2.350","2"
"1","songs","3.054","1.750","1.650","1"
"1","sonic","2.000","1.900","1.700","2"
"1","sons","2.965","1.450","1.150","1"
"1","soon","4.119","1.500","1.000","1"
"1","soothe","1.826","1.950","1.500","1"
"1","sooty","0.778","1.800","1.750","2"
"1","Sophia's","#","#","#","2"
"1","sophisticates","0.845","5.100","4.650","4"
"1","sophistication","1.699","4.650","4.700","5"
"1","sophistry","0.602","3.950","3.750","3"
"1","Sophocles","0.602","3.850","3.900","3"
"1","sophomore","2.167","4.200","3.950","3"
"1","sorbet","1.176","2.050","2.600","2"
"1","sorcerer","1.944","3.150","3.650","3"
"1","sorceress","1.279","3.550","3.550","3"
"1","sorely","1.653","1.900","1.950","2"
"1","sorry","4.775","1.950","1.750","2"
"1","sort","3.880","1.450","1.000","1"
"1","sorted","2.033","1.950","1.750","2"
"1","sorts","2.689","1.700","1.550","1"
"1","soubriquet","#","4.450","4.500","3"
"1","sought","2.382","1.800","1.000","1"
"1","soul","3.594","1.650","1.000","1"
"1","soul's","#","#","#","1"
"1","soulless","1.518","2.900","2.250","2"
"1","souls","2.878","1.850","1.000","1"
"1","sound","3.864","1.600","1.400","1"
"1","sounding","2.288","1.750","1.650","2"
"1","soundless","0.301","2.550","2.450","2"
"1","sounds","3.901","1.650","1.650","1"
"1","soundtrack","1.690","4.400","4.350","2"
"1","soup","3.109","1.700","1.000","1"
"1","sour","2.474","1.300","1.350","1"
"1","sourly","0.301","1.900","2.150","2"
"1","sours","0.954","1.500","1.600","1"
"1","sousaphone","0.602","4.650","3.800","3"
"1","south's","#","#","#","1"
"1","Southampton","#","5.300","6.000","3"
"1","southerner","1.079","3.550","3.550","3"
"1","Southerner's","#","#","#","3"
"1","Southernisms","#","5.200","5.350","4"
"1","southpaw","1.431","3.700","3.700","2"
"1","souvenir","2.382","3.600","3.600","3"
"1","souvenirs","2.075","3.800","4.150","3"
"1","sovereign","2.111","3.700","2.550","2"
"1","sovereignty","1.477","4.500","3.500","3"
"1","Soviet","2.558","2.550","2.750","2"
"1","sowing","1.041","1.550","1.200","2"
"1","sown","1.255","1.550","1.000","1"
"1","soybeans","1.176","3.500","3.850","2"
"1","soysauce","#","3.850","2.950","2"
"1","space","3.528","1.600","1.700","1"
"1","spacer","0.778","1.750","1.850","2"
"1","spacers","0.602","1.900","2.050","2"
"1","spaces","2.140","1.600","1.850","2"
"1","spaceship","2.276","3.750","3.850","2"
"1","spacesuits","0.903","4.250","4.350","2"
"1","spacious","1.771","2.700","2.500","2"
"1","spades","2.127","1.800","1.900","1"
"1","spaghetti","2.481","4.600","3.550","3"
"1","Spain","2.750","1.650","1.200","1"
"1","Spalding","1.322","1.950","2.400","2"
"1","spam","1.778","1.400","1.650","1"
"1","span","2.009","1.200","1.300","1"
"1","spangle","0.699","2.250","2.400","2"
"1","spangled","1.114","2.400","2.600","2"
"1","Spaniard","1.415","3.150","2.650","2"
"1","spaniel","1.643","2.650","2.800","2"
"1","Spanish","3.054","2.600","1.950","2"
"1","spank","2.240","1.600","1.750","1"
"1","spanned","0.778","1.900","1.650","1"
"1","spans","1.301","1.650","1.700","1"
"1","spar","1.568","1.300","1.500","1"
"1","spared","2.230","1.500","1.500","1"
"1","spareribs","1.362","3.800","4.700","2"
"1","spares","1.342","1.550","1.550","1"
"1","spark","2.506","1.650","1.700","1"
"1","sparked","1.518","1.850","1.850","1"
"1","sparkle","1.935","2.100","2.150","2"
"1","sparkler","0.602","2.650","3.450","3"
"1","sparkles","1.623","2.450","2.600","2"
"1","sparkling","2.013","2.650","3.050","3"
"1","sparrow's","#","#","#","2"
"1","sparsely","0.903","2.750","2.450","2"
"1","sparsity","#","2.800","2.900","3"
"1","Sparta","1.968","1.950","2.050","2"
"1","spasms","1.518","2.200","2.900","2"
"1","spastic","1.505","2.800","2.800","2"
"1","spat","1.903","1.200","1.300","1"
"1","spatial","1.477","2.850","2.250","2"
"1","spatiality","#","3.350","5.700","5"
"1","spats","1.602","1.750","1.750","1"
"1","spattered","1.041","2.050","1.750","2"
"1","speak","3.980","1.700","1.300","1"
"1","speaker's","#","#","#","2"
"1","speakers","2.004","2.250","2.100","2"
"1","speakership","#","4.200","3.900","3"
"1","speaking","3.552","1.950","1.750","2"
"1","speaks","3.029","1.750","1.700","1"
"1","spear","2.367","1.650","1.100","1"
"1","speared","0.778","1.900","1.550","1"
"1","spearmint","0.845","3.450","3.650","2"
"1","special","3.880","2.500","1.800","2"
"1","specialists","1.944","3.350","3.700","3"
"1","speciality","1.653","2.700","4.400","5"
"1","specialization","0.602","3.900","4.000","5"
"1","specialized","1.732","3.000","3.300","3"
"1","specializes","1.748","3.050","4.000","4"
"1","specially","2.236","2.850","2.300","3"
"1","specialty","2.436","2.950","2.750","3"
"1","specific","2.959","3.100","3.350","3"
"1","specification","0.954","3.450","3.650","5"
"1","specifications","1.633","4.000","4.200","5"
"1","specificity","0.778","4.200","4.850","5"
"1","specifics","1.987","3.250","3.650","3"
"1","specifying","0.301","3.600","3.500","4"
"1","speckle","#","2.350","1.850","2"
"1","spectacles","1.633","3.650","3.750","3"
"1","spectacular","2.462","4.350","4.650","4"
"1","spectators","1.724","3.400","3.550","3"
"1","specters","0.699","2.500","2.450","2"
"1","spectra","1.041","2.750","2.700","2"
"1","spectral","1.518","2.700","2.650","2"
"1","spectrally","#","3.500","3.200","3"
"1","spectrometric","#","5.800","6.600","4"
"1","spectroscope","0.477","4.850","4.900","3"
"1","spectroscopy","0.845","5.200","5.500","4"
"1","speculated","1.301","3.050","3.150","4"
"1","speculation","2.075","2.850","3.450","4"
"1","speculations","1.279","3.300","3.650","4"
"1","speculative","1.114","3.250","3.800","4"
"1","speculatively","#","4.550","5.350","5"
"1","speculator","0.778","2.950","3.300","4"
"1","sped","1.518","1.550","1.300","1"
"1","speech","3.288","2.300","1.950","1"
"1","speechless","1.954","3.650","3.050","2"
"1","speechlessness","#","5.350","4.550","3"
"1","speed","3.323","1.650","1.550","1"
"1","speedometer","1.114","4.750","4.600","4"
